,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량
792,갈치순살튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.3
793,새우튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
794,코다리조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.87
795,오징어채간장볶음 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,135.84
796,광어매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3
797,쇠고기파프리카볶음 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,199.97
798,꽁치튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.96
799,근대된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28
800,전투식량 2형2식단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,106"
801,깐풍고등어 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.05
802,떡볶이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.19
803,장어강정 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,479.73
804,건새우아욱된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83
805,아귀찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138.24
806,쇠고기갈비찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,635.95
807,자장면 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,052.04"
808,북어채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.53
809,생우동 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.9
810,마늘쫑무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.14
811,전투식량 2형3식단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,196"
812,방어순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.37
813,쫄면 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.65
814,두부고추장볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.27
815,깐쇼새우 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,446.25
816,과일샐러드C505:과일샐러드대 ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.79
817,고등어순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.77
818,명태매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.82
819,스파게티 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,745.6
820,오리들깨탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.33
821,대구매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26
822,골뱅이고추장볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.03
823,사골곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,184.22
824,계란말이 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72.63
825,돼지고기김치찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,270.33kcal
826,바싹불고기/파채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,313.84kcal
827,상추오이무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72kcal
828,마카로니샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38kcal
829,호박고추장찌개,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,135.62kcal
830,돼지고기꽈리고추볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,193.53kcal
831,쇠고기감자국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.46kcal
832,매콤치킨너겟볶음,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,578.66kcal
833,돈까스덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,954.8kcal
834,미소된장국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.23kcal
835,황태채콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.27kcal
836,스크램블,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.01kcal
837,돈파육,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,389.63kcal
838,닭바베큐소스조림,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,242.2kcal
839,비엔나소시지구이,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,230.7kcal
840,후루츠양배추샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41kcal
841,후리카케밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363kcal
842,낙지불고기덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,537.62kcal
843,닭고기매운조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,276.9kcal
844,영양밥부추양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,423.44kcal
845,어묵콩나물국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.18kcal
846,돼지고기감자버섯찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,146.93kcal
847,버섯감자채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.22kcal
848,코다리콩나물찜,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,154.33kcal
849,광어튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,435.52kcal
850,파닭,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,868.72kcal
851,코올슬로샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74kcal
852,참치미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44kcal
853,오징어찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75.86kcal
854,베이컨청경채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.31kcal
855,감자어묵조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.66kcal
856,미나리콩나물무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.23kcal
857,황태채미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.14kcal
858,우렁쇠고기된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,101.9kcal
859,오징어콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55.22kcal
860,부추표고버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,67.85kcal
861,돈까스,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,676.85kcal
862,방어순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.74kcal
863,전투식량 1형1식단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300kcal
864,참치김치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.26kcal
865,배추쇠고기국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.28kcal
866,바다장어튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,586.63kcal
867,쇠고기느타리버섯잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,169.07kcal
868,순살햄계란찜,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.5kcal
869,햄소시지찌개,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,142.14kcal
870,토마토비네그렛샐러드,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,44.45kcal
871,삼치순살탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,348.33kcal
872,쇠고기두부찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,139.3kcal
873,콩나물쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102.94kcal
874,매쉬포테이토,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.17kcal
875,햄김치볶음밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,503.99kcal
876,짬뽕국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.44kcal
877,청양고추멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.98kcal
878,대구맑은탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108.41kcal
879,청경채쇠고기두반장볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105.52kcal
880,두부튀김버섯조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.28kcal
881,부추비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525.4kcal
882,쇠고기파프리카볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,224.69kcal
883,햄야채볶음밥,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,593.74kcal
884,생선묵콩나물볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128.33kcal
885,"주스,복숭아",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81kcal
886,가지굴소스볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.95kcal
887,게맛살어묵볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.46kcal
888,참돔간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.51kcal
889,"주스,오렌지",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39kcal
890,가지튀김,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,346.26kcal
891,골뱅이오징어채무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,140.75kcal
892,피망멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.55kcal
893,가지매콤양념볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118.35kcal
894,얼큰한오징어국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,76.44kcal
895,쇠고기가지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,116.74kcal
896,야채삼겹살볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,649.53kcal
897,스팸마요덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,513.21kcal
898,닭고기오이냉채,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155.27kcal
899,아귀순살해물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,117.81kcal
900,버섯강정,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,391.28kcal
901,미역된장국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56kcal
902,매일두유 99.9    190ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
903,낙지덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,558.76kcal
904,열무된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28kcal
905,닭고기카레볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,198.28kcal
906,새우볶음밥,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,551.1kcal
907,게맛살계란찜,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.53kcal
908,오징어야채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,142.66kcal
909,느타리버섯국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.12kcal
910,새우살튀김,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,151.33kcal
911,대왕오징어제육볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,379.31kcal
912,오징어브로콜리숙회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104.28kcal
913,근대콩나물조개국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.83kcal
914,참치야채비빔밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,431.18kcal
915,깻잎무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63kcal
916,우렁된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87.78kcal
917,찐감자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.85kcal
918,오징어배추해장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62.12kcal
919,우럭매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.57kcal
920,새싹샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73kcal
921,연포탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.54kcal
922,굴소스볶음우동,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242.25kcal
923,돈가스마요덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,996.47kcal
924,떡찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,275.71kcal
925,한우갈비찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,554.17kcal
926,주꾸미콩나물비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,492.84kcal
927,마늘종멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.57kcal
928,마늘종돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,447.88kcal
929,돼지고기강정,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,679.4kcal
930,브로콜리계란찜,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.6kcal
931,또띠아,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,65.22kcal
932,만두강정,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,304.54kcal
933,깻잎양념무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.97kcal
934,순두부버섯탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.64kcal
935,방울토마토,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.82kcal
936,해물야채덮밥,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,511.26kcal
937,북어미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.36kcal
938,새우살계란찜,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.46kcal
939,무청시래기볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,319.59kcal
940,불고기덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.2kcal
941,배,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.836kcal
942,브로콜리돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,446.91kcal
943,쇠고기국밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,458.01kcal
944,쇠고기파프리카볶음O563:쇠고기장조림대,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,148.54kcal
945,생선살야채볼튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,333.12kcal
946,굴맑은짬뽕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131.23kcal
947,콩나물국밥,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,485.51kcal
948,계란국G512:계란국대,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.56kcal
949,아귀찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,156.44kcal
950,냉동바지락살무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5kcal
951,대구살튀김케찹소스,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,341.94kcal
952,삶은계란F529:삶은계란대,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2kcal
953,돼지고기청경채볶음P540:돼지고기청경채볶음대,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,502.5kcal
954,버섯탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,210.37kcal
955,콩나물김치덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,549.73kcal
956,갑오징어숙회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,141.6kcal
957,양배추/풋고추쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.97kcal
958,홍합탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.89kcal
959,채소스틱,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.35kcal
960,가스오부시어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.73kcal
961,함박스테이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.88kcal
962,어묵야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.59kcal
963,감자호박국,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.16kcal
964,해물짬뽕찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,92.45kcal
965,단무지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.16kcal
966,하이라이스,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,981.76kcal
967,오이파프리카무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.35kcal
968,소양념갈비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730kcal
969,느타리버섯볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3kcal
970,닭고기덮밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,662.99kcal
971,소시지,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251kcal
972,돼지고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,807.25kcal
973,궁중닭찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,229.82kcal
974,매운버섯국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.71kcal
975,연근닭순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,187.02kcal
976,풋고추/쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.89kcal
977,돼지목살폭찹,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,385.64kcal
978,멸치매운양념조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.56kcal
979,쇠고기야채볶음밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,522.79kcal
980,순두부오징어탕,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,118.53kcal
981,햄감자채볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72.77kcal
982,상추/깻잎쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.09kcal
983,치즈불닭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,283.89kcal
984,신라면블랙사발,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,445kcal
985,삼겹살간장덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,866.8kcal
986,가지무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.38kcal
987,돼지고기부추볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,395.77kcal
988,매운소갈비찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,455.79kcal
989,케이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324kcal
990,쇠고기콩나물국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52.8kcal
991,게맛살샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.16kcal
992,크림수프,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0kcal
993,산채비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,490.74kcal
994,순두부백탕,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.44kcal
995,참치마요,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.07kcal
996,조기순살튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351.69kcal
997,1.5소스 깐풍기,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,583.1kcal
998,비엔나소시지감자조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,151.89kcal
999,갈치튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,330.27kcal
1000,계란볶음밥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.77kcal
1001,오징어덮밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596.79kcal
1002,쇠고기새송이버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,159.65kcal
1003,두부매운조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122.08kcal
1004,나가사키짬뽕국,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,159.98kcal
1005,매일두유 검은콩 190ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1006,쇠고기배추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,115.67kcal
1007,주꾸미비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,607.1kcal
1008,전복미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.72kcal
1009,고추참치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77kcal
1010,영양바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1011,해물강된장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,181.59kcal
1012,매콤닭무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,177.01kcal
1013,건강담은 야채가득음료 V19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54kcal
1014,딸기맛우유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116kcal
1015,달콤한베지밀비 190ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1016,양파/고추/쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.57kcal
1017,돼지고기부추덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,806.99kcal
1018,훈제오리볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.04kcal
1019,두부엿장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.76kcal
1020,쇠고기우거지국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50.48kcal
1021,"참깨라면,110g",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,459.09kcal
1022,얼큰북어채국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.68kcal
1023,만두국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,440.72kcal
1024,깻잎볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,243.28kcal
1025,오리고기버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152.17kcal
1026,"우유,살균형",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154kcal
1027,쌀국수비빔면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325kcal
1028,브로콜리어묵카레볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125.97kcal
1029,불고기낙지볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,315kcal
1030,미나리나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67kcal
1031,고추참치통조림찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.17kcal
1032,에그햄치즈버거,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1340.36kcal
1033,"요구르트,떠먹는형",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96kcal
1034,쇠고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.69kcal
1035,"음료수,과일맛",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4kcal
1036,부추된장샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.94kcal
1037,숙성김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5kcal
1038,꿔바로우,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,467.35kcal
1039,현동낙지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255.34kcal
