,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤
1305,미더덕된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.530,350 g (1중간접시),941,29,59,72,"1,341",189
1306,굴국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.090,1 대접,463,89,4,14,"1,231",12
1307,치킨너겟강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665.960,30 g/약3개,65,5,3,4,140,10
1308,가지굴소스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,142.280,100 ml,80,15,-,5,--,--
1309,주꾸미삼겹볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370.450,200 g,211,22,5,18,918,200
1310,오이풋고추된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.840,1 개 중간크기,24,5,2,1,4,--
1311,오이피클,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.800,20 g,18,5,-,-,133,--
1312,미트볼튀김 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,490.050,180 g,430,29,27,18,"1,580",65
1313,가지굴소스볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.150,1 Package,630,90,26,9,--,--
1314,만두탕수 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,614.140,1 bag,615,43,37,27,--,--
1315,햄치즈,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1301.470,1 개,395,13,23,34,"1,010",85
1316,낙지볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.200,1 인분,243,11,15,15,"1,962",25
1317,명태무찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.670,1 팩,345,27,16,23,860,--
1318,낙지연포탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.890,1 bowl,147,-,-,-,--,--
1319,오징어실채케찹볶음 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,154.730,20 g,55,8,-,3,232,33
1320,꼬꼬떡만둣국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,632.710,1 serving,625,110,11,20,"1,980",122
1321,쇠고기가지볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166.520,165 g,190,6,10,18,666,148
1322,장어순살강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.980,0.5 컵 요리,60,12,-,1,20,--
1323,시래기된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.600,1 개,502,45,28,19,802,--
1324,갑오징어가지굴소스볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111.970,360 g,100,8,4,7,400,60
1325,육우갈비탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.810,1 인분,466,12,31,33,"1,365",124
1326,초코우유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.000,1 컵,600,80,22,20,400,--
1327,해물나시고랭,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,571.650,210 g,346,44,12,12,739,97
1328,쇠고기곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175.140,500 g,135,6,3,19,--,--
1329,홍합탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.810,70 g,120,5,3,17,--,--
1330,해물소스비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.470,1 대접,599,92,13,26,492,55
1331,해물짬뽕찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,136.410,96.5 g,350,76,2,8,"1,790",--
1332,피조갯살야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.460,1 소접시,90,-,-,-,--,--
1333,돼지고기수육 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.960,300 g,"1,205",10,99,67,416,133
1334,얼큰떡만둣국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,575.800,1 serving,625,110,11,20,"1,980",122
1335,소시지칠리볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290.730,1 dish,240,18,15,7,361,30
1336,양파핫도그 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,798.880,1 봉,45,11,-,-,5,--
1337,딸기우유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.000,190 ml,130,10,8,5,180,--
1338,삶은계란 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.310,1 개,68,-,4,5,122,186
1339,바나나우유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.000,200 ml,130,18,4,4,75,10
1340,팝콘형치킨 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.610,1 봉지,95,15,3,-,115,5
1341,육고기소스비빔밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,647.650,202 g,340,52,10,9,600,3
1342,열무된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.060,1 pack,275,39,11,4,--,--
1343,쇠고기시래기된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.130,1 개,502,45,28,19,802,--
1344,갈리새우살버터볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.170,1 인,360,54,10,13,650,--
1345,갑오징어야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177.580,360 g,100,8,4,7,400,60
1346,패주삼겹살볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,494.410,1 cup (61g),270,40,10,5,"1,050",--
1347,콩나물냉채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.800,100 g,165,86,-,3,300,--
1348,미트볼매콤볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,499.560,1 한개,325,34,14,16,--,--
1349,우거지꼬리곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.630,700 g,765,4,37,102,765,251
1350,모듬쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.470,1 개,258,30,7,18,995,36
1351,한우곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162.200,250 g,35,2,1,3,--,--
1352,두부두반장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.730,1 캔,90,7,2,11,--,--
1353,방어순살튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.940,250 ml,112,28,-,-,15,--
1354,백색우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 122.00,100 ml,65,5,3,3,50,15
1355,게맛살볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 150.51,5 개,90,4,-,3,--,--
1356,오렌지주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 96.00,250 ml,130,31,-,2,--,--
1357,포도주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 84.51,1 cup,130,29,1,1,20,--
1358,떠먹는발효유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 96.00,130 ml,80,14,1,3,60,10
1359,오징어무국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,* 49.39,500 g,116,7,3,15,"1,620",229
1360,매콤새송이버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 123.19,70 g,201,44,-,5,16,--
1361,견과류셋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 136.30,1 cup,295,30,14,12,610,25
1362,콘형빙과,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 270.00,1 개,65,14,-,-,20,--
1363,과일야채샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,* 150.78,1 콘,240,28,13,3,50,20
1364,팝콘형치킨,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,* 671.46,1 봉지,95,15,3,-,115,5
1365,짜먹는발효유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 38.40,130 ml,80,14,1,3,60,10
1366,샌드형빙과,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 252.00,1 개,65,14,-,-,20,--
1367,마시는발효유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 56.00,130 ml,80,14,1,3,60,10
1368,주꾸미미나리초무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 130.55,75 g,29,5,-,1,246,--
1369,포도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 45.97,2 테이블 스푼,45,1,-,10,70,--
1370,깻잎쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,* 146.79,165 g,190,6,10,18,666,148
1371,샌드형아이스크림,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 252.00,1 개,200,32,7,3,--,--
1372,햄김치,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,* 126.88,250 g (약8개),685,88,29,17,952,17
1373,컵형아이스크림,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 270.00,1 개 150ml,290,37,14,5,86,18
1374,생선묵김치,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,* 62.29,200 g,247,10,13,21,162,67
1375,소불고기소스덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,* 604.20,220 g,320,55,6,11,820,25
1376,과일젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 160.00,160 g,140,34,-,1,25,--
1377,팩형아이스크림,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 234.00,1 개 150ml,290,37,14,5,86,18
1378,백김치  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12,0.5 작은 접시 (50g),21,4,-,-,249,--
1379,용기면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 365.00,100 g,466,66,18,7,"1,229",--
1380,콘형아이스크림,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 270.00,1 개,392,55,12,15,"1,128",--
1381,쌀국수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 325.00,91 g,319,71,-,8,"1,529",--
1382,과일야채샐러드 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.81,190 ml,85,21,-,-,35,--
1383,연두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.04,300 g,135,6,6,15,15,--
1384,생선묵찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.32,200 g,247,10,13,21,162,67
1385,데리야끼갈릭치킨 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,592.8,150 g,303,31,11,20,930,--
1386,우엉쇠고기조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.65,1 pack,180,28,1,15,"1,770",50
1387,감자탕 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,363.25,1 인분,554,71,21,25,785,65
1388,꽁치김치조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.95,180 g,325,18,21,16,"1,550",85
1389,꽈리고추건새우볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.89,100 g,176,16,5,9,470,15
1390,쇠고기느타리버섯국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.47,1 container,840,-,-,-,--,--
1391,오징어튀김칠리 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,504.72,135 ml,230,27,12,3,--,10
1392,갈치순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.19,1 토막,134,4,5,15,422,45
1393,순두부새우탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.48,400 g,240,15,13,17,9,--
1394,주꾸미볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.29,200 g,211,22,5,18,918,200
1395,훈제오리볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.03,1 인분,155,6,11,8,200,65
1396,김칫국,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,* 44.23,1 봉,35,4,-,3,950,--
1397,대구탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.98,1 bowl,165,5,2,31,--,--
1398,한우갈비탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.28,1 인분,466,12,31,33,"1,365",124
1399,꽁치김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.67,1 봉,355,76,1,9,133,5
1400,우럭매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.55,100 g,67,1,2,8,501,60
1401,김치,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.64,250 g (약8개),685,88,29,17,952,17
1402,쇠고기덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,643.19,100 g,100,2,1,21,--,--
1403,마늘종볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.99,150 g,235,6,7,38,"1,090",400
1404,마늘종무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.12,25 g,24,5,-,1,470,--
1405,마늘종새우볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.49,1 봉지,345,65,6,8,470,80
1406,닭튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,756.25,1 인분,672,97,21,23,965,--
1407,새우살튀김칠리 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,521.68,100 g (약 3개),301,26,17,9,555,60
1408,들깨무나물 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.45,50 g,33,2,2,-,280,--
1409,버섯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.31,100 g,36,6,-,2,4,--
1410,쇠고기장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42,1 pack,180,28,1,15,"1,770",50
1411,햄,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,152.03,1 인분,200,11,1,15,"1,252",--
1412,테스트,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,테스트,0.5 컵 요리,1,1,1,1,1,1
1413,햄버거,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 조각(70g),310,18,22,4,40,85
1414,브런치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 컵,175,13,12,4,150,5
1415,병사식당 외 급식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100 g,31,7,-,-,15,--
1416,코다리순살강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 504.91,250 g,500,26,25,41,--,--
1417,콩나물밥달래양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 449.10,1 bowl,300,66,4,8,400,--
1418,토핑형발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 84.50,130 ml,80,14,1,3,60,10
1419,콩나물김치,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,* 26.91,100 g,165,86,-,3,300,--
1420,감귤주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 44.00,1 cup,55,13,-,-,25,--
1421,사과주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 46.00,3 개,45,8,1,-,30,--
1422,들깨무나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 71.69,50 g,33,2,2,-,280,--
1423,망고주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,* 26.00,180 ml,90,23,-,-,20,--
1424,시래기된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 55.94,1 개,502,45,28,19,802,--
1425,북경식탕수육,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,* 612.05,1 컵,0,-,-,-,37,--
1426,굴짬뽕찌개,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,* 95.41,900 g,680,115,9,32,"2,662",163
1427,소불고기소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.2,200 g,471,24,25,34,"1,431",36
1428,육우갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.08,1 인분,466,12,31,33,"1,365",124
1429,낙지연포탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.37,1 인분,143,2,1,28,848,260
1430,컵라면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,* 365.00,1 cup,23,1,1,1,1,--
1431,팝콘치킨,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,* 694.26,1 봉지,95,15,3,-,115,5
1432,육개장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.23kcal,1 pack,140,14,8,2,55,--
1433,부추된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32kcal,200 g,144,9,8,9,"1,668",33
1434,돼지고기김치볶음밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,679.56kcal,1 봉,350,65,6,10,640,10
1435,하와이안볶음밥,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,421.98kcal,1 빵,275,45,9,-,160,20
1436,들깨순볶음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06kcal,100 g,45,8,-,2,450,--
1437,패주콩나물국,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75.22kcal,1 그릇,90,-,-,-,--,--
1438,된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,80.76kcal,100 g,235,6,2,18,440,44
1439,쇠고기당면찌개,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,134.16kcal,1 포,119,24,1,4,6,--
1440,꽈리고추양념무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.34kcal,80 g,54,6,3,1,457,--
1441,떠먹는토핑형발효휴,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.56kcal,125 g,165,23,5,6,115,--
1442,어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.31kcal,50 g,75,10,1,6,280,--
1443,해물야채볶음밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.16kcal,300 g,455,71,13,14,--,55
1444,쇠고기버섯전골,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131.18kcal,1 container,840,-,-,-,--,--
1445,콩나물볶음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.77kcal,100 g,95,13,3,4,280,--
1446,미나리맛살튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358.36kcal,100 g,16,-,-,-,--,--
1447,죽순야채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.57kcal,200 g,126,5,11,3,"1,449",--
1448,풋고추된장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.51kcal,100 g,19,3,-,1,--,--
1449,고등어감자조림,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,186.48kcal,0.25 토막(100g),130,5,7,10,474,30
1450,모둠버섯볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.63kcal,70 g,201,44,-,5,16,--
1451,광어순살간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.05kcal,1 캔,90,7,2,11,--,--
1452,가든샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.34kcal,200 g,261,21,15,11,385,13
1453,불고기샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.06kcal,240 g,232,23,8,18,256,138
1454,핫도그,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,926.07kcal,180 g,401,43,18,15,828,--
1455,버섯불고기찜,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,298.83kcal,180 grams,140,12,3,16,480,25
1456,토마토,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.64kcal,100 ml,95,11,5,2,45,15
1457,돼지고기깻잎볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,246.56kcal,100 g,103,5,7,3,521,--
1458,배추무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.14kcal,200 g,144,9,8,9,"1,668",33
1459,떡국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.06kcal,70 g,160,37,1,3,"1,324",--
1460,부추나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75kcal,100 g,30,4,-,3,3,--
1461,닭순살야채샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200.24kcal,1 콘,240,28,13,3,50,20
1462,제육컵밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,620.17kcal,175 ml,69,15,-,1,42,--
1463,두부찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35kcal,1 모,70,2,3,7,330,115
1464,오이미나리무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58kcal,75 g,29,5,-,1,246,--
1465,매일두유 뼈로가는고칼슘 담백한맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,200 ml,125,9,7,6,190,--
1466,멸치감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.28kcal,1 pack,260,38,3,21,"1,400",249
1467,콩나물불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,253.71kcal,100 g,151,5,10,10,140,30
1468,음료수쌀맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2kcal,5 개,170,35,1,4,--,--
1469,매운어묵볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.48kcal,0.5 작은접시,88,10,3,5,526,--
1470,마카로니감자샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.37kcal,1 개,55,7,2,1,4,8
1471,삼겹살김치찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,402.57kcal,1 cup (61g),270,40,10,5,"1,050",--
1472,콩나물삼색볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.03kcal,100 g,95,13,3,4,280,--
1473,햄김치덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,500.25kcal,280 g,370,72,5,9,550,5
1474,갈비맛통닭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,387.21kcal,1 포장,216,3,12,24,180,110
1475,맛살감자샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.37kcal,270 g,500,29,41,4,500,25
1476,달콤돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,229.4kcal,1 그릇,329,41,11,12,598,105
1477,맛밤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 pack,180,38,-,5,1,--
1478,치킨데리야끼비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,997.86kcal,100 g,210,11,12,13,410,5
1479,도라지무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.28kcal,500 미리,0,-,-,-,10,--
1480,비엔나소시지볶음,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,292.57kcal,2 개,95,1,8,5,230,15
1481,양상추샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.69kcal,1 인분,104,17,-,2,100,--
1482,오징어볶음밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,511.46kcal,1 봉,510,90,11,13,750,40
1483,닭고기김치찌개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105.42kcal,1 컵,289,37,8,16,106,10
1484,당면돼지고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,174.68kcal,200 g,350,18,20,22,"1,051",57
1485,무콩나물무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37kcal,1 소접시,38,5,1,2,401,--
1486,미트볼조림,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,501.01kcal,180 g,430,29,27,18,"1,580",65
1487,카라멜형 초코바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53 g,270,31,14,5,90,5
1488,고추참치찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.42kcal,100 g,160,9,8,14,620,15
1489,갈치무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112.78kcal,1 토막,134,4,5,15,422,45
1490,햄감자찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,165.64kcal,25 g,140,10,9,4,--,--
1491,민대구미역지리,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.72kcal,600 g,262,9,6,41,500,283
1492,생선묵새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172.32kcal,1 팩,105,11,5,4,140,--
1493,닭매운양념조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,375.32kcal,125 g,241,54,-,4,--,--
1494,청경채닭순살무침,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,392.31kcal,100 g,13,2,-,1,65,--
