,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤
194,로제떡볶이,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,321.32kcal,1 봉,792,114,23,31,"2,409",40
195,마늘삼겹살구이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,534.31kcal,"0.5 분,100g",383,-,32,20,"1,116",--
196,탄산음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.5kcal,1 캔,110,27,-,-,5,--
197,버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,483.78kcal,1 dish,605,110,10,15,"1,227",--
198,제육덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,711.21kcal,131 g,169,20,4,11,"1,118",6
199,감자짜글이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,150.62kcal,12 g,6,1,-,-,1,--
200,비빔당면,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.52kcal,100 g,34,7,-,1,29,--
201,닭고기김치찜,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,207.2kcal,1 벙,220,15,9,20,--,--
202,북어채콩나물국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.65kcal,1 bowl (250g),125,-,-,-,--,--
203,부추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.97kcal,1 cup,0,-,-,-,--,--
204,복숭아 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81kcal,240 ml,111,27,-,-,15,--
205,치킨텐더,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,597.6kcal,30 g,50,4,1,6,150,--
206,오이소박이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.35kcal,100 (1인분),27,5,-,1,588,--
207,고추참치덮밥,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,578.44kcal,295 g,425,83,6,10,720,10
208,양파닭,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,517.11kcal,1 개,36,8,-,1,2,--
209,피크닉청포도 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100 g,48,12,-,-,2,--
210,오삼불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,500.56kcal,150 g,143,18,7,6,930,--
211,모듬야채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.51kcal,2.99 oz,110,13,4,6,"1,230",15
212,비빔냉면,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.52kcal,240 ml,95,23,-,1,75,--
213,돼지고기수육,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,434.12kcal,300 g,"1,205",10,99,67,416,133
214,감귤 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44kcal,1 팩,35,8,-,-,30,--
215,명태매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.07kcal,100 g,337,59,8,8,84,2
216,코다리강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421.89kcal,250 g,500,26,25,41,--,--
217,망고 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26kcal,180 ml,90,23,-,-,20,--
218,깐풍기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,512.75kcal,1 조각,137,18,5,3,142,13
219,고등어순살튀김,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,414.04kcal,110 gram,190,-,11,22,85,70
220,간장 돼지불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,308.71kcal,100 g,205,8,6,26,471,80
221,생선묵조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160.57kcal,100 g,128,5,7,10,560,35
222,주스사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46kcal,3 개,45,8,1,-,30,--
223,주꾸미삼겹살볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,388.31kcal,200 g,211,22,5,18,918,200
224,매콤닭순살덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,568.97kcal,1 개,355,59,7,12,"1,143",20
225,열무된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.82kcal,1 cup,70,10,2,3,70,5
226,오이부추무침,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36.66kcal,200 g,144,9,8,9,"1,668",33
227,거봉포도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.088kcal,1 송이,224,58,-,2,7,--
228,꽈리고추건새우볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.47kcal,1 팩,105,11,5,4,140,--
229,수박,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.32kcal,100 g,30,7,-,-,1,--
230,오렌지 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96kcal,1 컵,95,21,-,2,25,--
231,오리훈제야채볶음,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.68kcal,1 소접시,90,-,-,-,--,--
232,커피음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 개,0,-,-,-,--,--
233,쇠고기야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112.23kcal,165 g,190,6,10,18,666,148
234,오징어탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,393.75kcal,1 개,163,31,3,2,41,--
235,소시지김치볶음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166.27kcal,80 g,105,2,7,6,358,63
236,오징어실채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,128.48kcal,20 grams,63,2,1,10,175,60
237,미역오이냉국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94kcal,100 g,17,3,-,-,320,--
238,두부강정,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,370.6kcal,0.5 컵 요리,60,12,-,1,20,--
239,아이스 망고바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126kcal,1 pack,62,-,-,-,--,--
240,칼집비엔나구이,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,300.92kcal,100 g,256,15,18,8,"1,022",46
241,꽃게탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.77kcal,600 g,238,18,5,28,"2,247",212
242,물냉면,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.28kcal,450 g,414,87,1,14,"2,976",--
243,북어채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.59kcal,1 can,220,20,7,20,--,--
244,광어매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.19kcal,600 g,419,9,16,58,"1,799",375
245,팝콘치킨강정,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585kcal,28 gram,130,21,6,1,140,--
246,찹쌀탕수육,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,269.19kcal,3 개,65,7,2,4,90,10
247,콩나물냉국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.49kcal,1 그릇,90,-,-,-,--,--
248,떠먹는 토핑형 발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130 ml,80,14,1,3,60,10
249,배 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40kcal,100 ml,50,13,-,-,--,--
250,소불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,154.8kcal,200 g,471,24,25,34,"1,431",36
251,주스프레주한라봉 제주감귤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 캔(240ml),70,18,-,-,--,--
252,골뱅이무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,87.8kcal,1 p,340,41,6,30,"1,429",197
253,팥빙수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180kcal,1 인분,334,38,10,23,590,45
254,총각김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4kcal,50 grams,16,-,-,-,--,--
255,데리야끼치킨,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,440.02kcal,150 g,303,31,11,20,930,--
256,계란후라이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.39kcal,1 봉지(60g),160,40,-,2,25,--
257,주스프레주망고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 컵,70,16,-,-,--,--
258,두부케첩조림,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,98.66kcal,50 g,69,2,3,6,250,--
259,갑오징어야채무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,106kcal,20 grams,63,2,1,10,175,60
260,햄게맛살볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,151.15kcal,5 개,90,4,-,3,--,--
261,미트볼케찹조림,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,439.34kcal,180 g,430,29,27,18,"1,580",65
262,식혜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82kcal,1 그릇,313,70,-,5,4,--
263,잡채밥,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,671.3kcal,400 g,673,114,17,16,"1,364",--
264,마파가지덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,538.74kcal,1 .,355,53,7,20,650,120
265,갈치순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351.97kcal,20 g,67,16,-,-,2,--
266,콩나물된장덮밥,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.08kcal,1 bowl,300,66,4,8,400,--
267,자장밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,783.84kcal,500 g,741,120,22,15,"1,560",26
268,해물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.4kcal,900 g,628,123,4,22,"2,355",26
269,매일두유 초콜릿 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,190 ml,135,20,4,4,--,--
270,팔보채덮밥,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,488.55kcal,1 cup,415,65,12,12,830,45
271,옥수수신선형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.62kcal,135 ml,80,18,-,2,40,--
272,전복물회,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.45kcal,1 인분,335,70,32,48,"2,000",99
273,치킨너겟,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,587.89kcal,30 g/약3개,65,5,3,4,140,10
274,매운소시지떡볶음,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,280.31kcal,1 dish,240,18,15,7,361,30
275,아이스크림 콘완제품,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270kcal,171 ml,270,34,13,4,55,15
276,사과 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46kcal,1 컵,90,19,-,2,30,--
277,시금치된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.86kcal,32 g (2Tbsp),190,7,16,7,125,--
278,포도 주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.51kcal,1 cup,130,29,1,1,20,--
279,돈쭈꾸미볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,325.38kcal,1 개,150,31,-,6,25,--
280,바나나,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72kcal,1 개,105,26,-,1,1,--
281,아이스크림 샌드위치,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252kcal,1 개 150ml,290,37,14,5,86,18
282,콩나물비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.29kcal,240 g,375,83,2,6,470,--
283,고등어튀김고추장소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166.51kcal,15 g,33,7,-,-,251,--
284,장어강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,394.43kcal,0.5 컵 요리,60,12,-,1,20,--
285,대구매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2kcal,100 g,60,2,1,9,330,86
286,토마토그린샐러드,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.88kcal,1 팩,150,-,-,-,--,--
287,버섯들깨탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.98kcal,150 g,123,17,5,3,31,--
288,바지락비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,405.09kcal,1 대접,599,92,13,26,492,55
289,아귀탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.55kcal,400 g,320,22,5,42,"1,240",--
290,파김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24kcal,38 g,14,3,-,-,--,--
291,주스카프리썬 사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60kcal,100 g,30,7,-,-,--,--
292,토마토신선형,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.83kcal,100 ml,95,11,5,2,45,15
293,해물덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,504.13kcal,700 g,771,100,22,42,"1,802",286
294,주스프레주파인애플,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 slice(9*1.25cm),27,7,-,-,1,--
295,시금치고추장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.24kcal,32 g (2Tbsp),190,7,16,7,125,--
296,김장김치,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.75kcal,250 g (약8개),685,88,29,17,952,17
297,감귤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.178kcal,175 ml,70,18,-,-,--,--
298,즉석쌀국수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325kcal,91 g,319,71,-,8,"1,529",--
299,무나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.03kcal,50 g,33,2,2,-,280,--
300,무밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,398.68kcal,100 gram,13,-,-,-,--,--
301,대구탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.22kcal,1 bowl,165,5,2,31,--,--
302,생우동,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,391.47kcal,1 콘,250,32,12,3,80,30
303,딸기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4kcal,300 ml,300,43,9,12,--,--
304,순두부찌개,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.37kcal,1 bowl,205,14,10,15,--,--
305,비빔만두,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,623.01kcal,1 개,530,88,16,9,"1,210",--
306,브로콜리초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,79.86kcal,100 g,244,46,4,3,"1,670",--
307,갑오징어불고기덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,575.82kcal,1 份,340,77,9,12,--,--
308,배추된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.76kcal,119 g/1 individual bowl,65,-,-,-,--,--
309,호박새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,102.95kcal,1 팩,105,11,5,4,140,--
310,시금치된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.46kcal,1 인분,165,-,-,8,"1,135",20
311,코다리조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4kcal,2 개,215,27,10,5,120,115
312,워터젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.4kcal,170 ml,5,1,-,-,--,--
313,에너지바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188kcal,1 개,453,54,15,25,"1,003",--
314,꼬꼬떡국,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,478.24kcal,70 g,160,37,1,3,"1,324",--
315,배추된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.43kcal,1 접시,13,2,-,-,65,--
316,우거지갈비탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524.94kcal,1 팩,300,24,14,18,310,--
317,명태살튀김깐풍소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,370.7kcal,1 cutlet(60g),70,12,1,4,170,15
318,초콜릿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286kcal,12.5 g,60,7,3,1,10,--
319,짜먹는요구르트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4kcal,40 g,50,7,1,2,25,5
320,스파게티,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,782.5kcal,321 g,445,72,10,16,--,--
321,쇠고기덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.2kcal,100 g,100,2,1,21,--,--
322,닭순살코기튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,539.6kcal,1 인분,672,97,21,23,965,--
323,순두부양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69kcal,100 g,125,18,4,3,"1,700",4
324,카레밥,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,613.8kcal,480 G,663,108,19,15,"1,639",8
325,호박조갯살볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.24kcal,100 g,395,78,5,9,--,--
326,오리훈제파프리카볶음,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.63kcal,100 g,340,13,25,16,430,85
327,음료수 탄산 과일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4kcal,100 g,49,11,-,-,2,--
328,근대된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.01kcal,1 bowl,52,5,1,5,607,--
329,순두부된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.32kcal,400 g,240,15,13,17,9,--
330,한라봉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.554kcal,300 g,144,36,-,-,--,--
331,까르보나라떡볶이,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,387.46kcal,310 gram,550,104,10,9,900,15
332,냉이국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65.99kcal,1 대접,57,7,-,5,"1,039",12
333,쇠고기장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144.44kcal,1 pack,180,28,1,15,"1,770",50
334,아이스샌드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252kcal,180 ml,230,35,8,4,--,50
335,청국장,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117.5kcal,140 g,296,21,14,23,320,45
336,파인애플에이드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,190 ml,100,25,-,-,28,--
337,새우튀김,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,375.58kcal,100 g (약 3개),301,26,17,9,555,60
338,과일샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,188.6kcal,1 콘,240,28,13,3,50,20
339,통새우볶음밥,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,741.45kcal,1 봉지,470,89,8,10,"1,220",20
340,쌀국수멸치맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,77.5 g,290,64,1,7,720,--
341,팝콘형치킨너겟,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,602.31kcal,30 g/약3개,65,5,3,4,140,10
342,시래기감자탕,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,434.31kcal,1 인분,554,71,21,25,785,65
343,황태찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.37kcal,180 ml,130,9,8,6,95,25
344,꽁치튀김데리야끼소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,347.06kcal,335 g,680,167,-,10,--,--
345,딸기신선형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4kcal,80 ml,110,27,-,-,5,--
346,달래무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.78kcal,100 g,90,15,1,2,578,--
347,굴깐풍기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,311.51kcal,1 조각,137,18,5,3,142,13
348,오리탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259.51kcal,1 bowl,192,12,8,18,664,--
349,전투식량 형식단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278kcal,580 g,"1,262",172,50,31,--,62
350,마늘쫑새우볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.2kcal,1 팩,105,11,5,4,140,--
351,낙지젓,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.85kcal,16 g,15,1,-,1,84,--
352,참외,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57kcal,100 g,31,7,-,-,15,--
353,깐쇼새우,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.87kcal,1 접시,385,-,11,17,328,--
354,스트링치즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742kcal,1 면 60g,540,50,33,14,172,19
355,두부고추장볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159.58kcal,100 g,128,30,-,1,15,--
356,방어순살튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312.17kcal,250 ml,112,28,-,-,15,--
357,크림드레싱,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,452.79kcal,10 g,54,1,5,-,78,2
358,매실피클,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.01kcal,0.333333 봉지(30g),135,22,4,3,240,--
359,꼬막무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07kcal,1 package,100,14,-,12,930,40
360,가공우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167kcal,100 ml,77,12,1,3,60,6
361,주스청포도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.51kcal,1 병,130,32,-,-,10,--
362,해물볶음밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,487.29kcal,400 g,705,90,27,25,"1,074",241
363,콩나물매운무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25kcal,1 소접시,38,5,1,2,401,--
364,돼지고기무찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,108.34kcal,1 컵,289,37,8,16,106,10
365,게맛살야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.21kcal,1 소접시,90,-,-,-,--,--
366,중화식잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,187.2kcal,90 grams,145,6,10,8,570,40
367,조미김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0kcal,2 g,12,-,1,-,32,--
368,삼치순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.37kcal,1 토막,134,4,5,15,422,45
369,흑미밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.75kcal,1 pack,200,44,-,4,--,--
370,쇠고기호박찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,53.34kcal,1 포,119,24,1,4,6,--
371,감자돈육짜글이,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,142.18kcal,321 g,370,55,10,15,2,210
372,조갯살미역국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02kcal,1 그릇,65,4,4,5,320,17
373,돈육표고장조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,278.71kcal,1 캔,90,7,2,11,--,--
374,중화비빔밥,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,636.58kcal,1 대접,599,92,13,26,492,55
375,잡곡밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.24kcal,1 인분,352,72,2,12,6,--
376,생선묵찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.09kcal,200 g,247,10,13,21,162,67
377,딸기우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116kcal,190 ml,130,10,8,5,180,--
378,주스과채,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1 팩,90,24,-,-,45,--
379,밀쌀밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.55kcal,1 공기,271,59,-,4,6,--
380,해물순두부찌개,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,116.51kcal,1 인분,208,5,13,17,"1,020",255
381,돈육새송이야채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,272.64kcal,1 소접시,90,-,-,-,--,--
382,방울토마토샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.2kcal,100 g (4개),19,6,-,1,5,--
383,돼지고기고추장찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,117.55kcal,1 bowl,298,18,15,23,542,--
384,쇠고기불고기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270.94kcal,300 g,486,15,20,56,571,83
385,모듬쌈,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.86kcal,2.99 oz,110,13,4,6,"1,230",15
