,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤
587,닭강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714,102.23181818181818,32.45454545454545,19.472727272727273,0.0,0.0
588,고추잡채 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,377,15.35925925925926,19.548148148148147,29.322222222222223,354.6592592592593,89.36296296296297
589,감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,16.954128440366972,0.7706422018348624,1.5412844036697249,498.60550458715596,0.0
590,고등어김치조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,10.0,6.25,17.5,873.75,37.5
591,어묵김치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2.8846153846153846,2.8846153846153846,2.8846153846153846,276.9230769230769,8.653846153846153
592,버섯된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6.0,2.0,4.4,0.0,0.0
593,쇠고기무국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,1.0933333333333333,2.1866666666666665,3.28,453.73333333333335,10.933333333333334
594,돼지고기콩나물볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340,15.327868852459016,22.295081967213115,15.327868852459016,379.0163934426229,45.98360655737705
595,한우불고기 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127,0.0,0.0,8.072033898305085,75.33898305084746,0.0
596,생선가스 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,46.67172675521822,21.707779886148007,42.33017077798861,2096.9715370018976,321.2751423149905
597,순두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,11.664,2.592,1.944,1101.6,2.592
598,도라지오이무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,4.3076923076923075,4.3076923076923075,3.230769230769231,53.84615384615385,16.153846153846153
599,두부양념장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0.0,0.0,25.48,25.48,137.2
600,불고기버거 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,987,108.84210526315789,47.0,39.578947368421055,1880.0,74.21052631578948
601,순두부찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188,12.839024390243903,9.170731707317072,13.75609756097561,0.0,0.0
602,감자된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6.416666666666667,0.5833333333333334,4.083333333333333,684.25,0.0
603,궁중떡볶이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242,48.67039106145251,2.7039106145251397,1.3519553072625698,569.1731843575419,0.0
604,오징어볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,18.211764705882352,3.0352941176470587,4.552941176470588,75.88235294117646,15.176470588235293
605,잡채밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,631,106.88558692421991,15.939078751857355,15.00148588410104,1278.8766716196137,0.0
606,콩나물국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0
607,조개국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5.961538461538462,1.7884615384615385,13.115384615384615,951.4615384615385,53.05769230769231
608,호박된장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.6025504782146653,3.2603613177470776,3.97874601487779,74.10414452709882,10.444208289054197
609,쇠고기감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,15.088888888888889,0.5388888888888889,8.083333333333334,953.8333333333334,26.944444444444443
610,쭈꾸미볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,26.866666666666667,0.0,5.2,21.666666666666668,0.0
611,시금치무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.105263157894737,2.526315789473684,1.105263157894737,19.736842105263158,0.0
612,양배추쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,6.16,0.0,6.16,0.0,0.0
613,떡만두국 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,593,88.74829931972789,12.10204081632653,20.170068027210885,1779.0,100.85034013605443
614,낙지덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0.0,0.0,19.55956678700361,570.0216606498195,0.0
615,애호박나물 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.0,0.0,0.0,0.0,0.0
616,꽈리고추멸치볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,11.0,3.4375,6.1875,323.125,10.3125
617,콩나물무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4.7368421052631575,0.9473684210526315,1.894736842105263,379.89473684210526,0.0
618,연근튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,40.03846153846154,0.0,35.58974358974359,2722.6153846153848,0.0
619,비엔나소시지케찹볶음 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,333,3.5052631578947366,28.042105263157893,17.526315789473685,806.2105263157895,52.578947368421055
620,계란장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,4.370689655172414,8.741379310344827,14.568965517241379,826.0603448275862,129.66379310344828
621,마파두부덮밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,663,102.0,18.7,22.1,0.0,0.0
622,꼬리곰탕형 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,573,2.996078431372549,27.71372549019608,76.4,573.0,188.00392156862745
623,해물찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,96,15.398019801980197,2.8514851485148514,0.0,0.0,2.091089108910891
624,생선묵볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,13.409090909090908,4.0227272727272725,6.704545454545454,705.3181818181819,0.0
625,파전 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114,13.273972602739725,5.465753424657534,2.3424657534246576,134.6917808219178,17.958904109589042
626,오징어튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,416,48.834782608695654,21.704347826086956,5.426086956521739,0.0,18.08695652173913
627,감자채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.0,0.0,7.142857142857143,53.57142857142857,0.0
628,오이양파장아찌 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6.461538461538462,0.0,0.9230769230769231,648.9230769230769,0.0
629,자장밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,696,112.71255060728745,20.663967611336034,14.089068825910932,1465.2631578947369,24.42105263157895
630,오징어야채비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,517,99.93556701030928,3.997422680412371,14.657216494845361,371.7603092783505,150.56958762886597
631,비엔나소시지찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,1.7789473684210526,14.23157894736842,8.894736842105264,409.1578947368421,26.68421052631579
632,표고버섯돼지고기볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370,39.361702127659576,15.74468085106383,10.49645390070922,1506.241134751773,0.0
633,치킨너겟 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,560,43.07692307692308,25.846153846153847,34.46153846153846,1206.1538461538462,86.15384615384616
634,계란후라이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,31.5,0.0,1.575,19.6875,0.0
635,햄치즈버거 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1338,89.2,66.9,66.9,1025.8,156.1
636,돼지고기김치찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,16.131487889273355,3.4878892733564015,6.975778546712803,46.21453287197232,4.359861591695502
637,쇠고기육개장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,10.308724832214764,5.154362416107382,3.221476510067114,6.442953020134228,0.0
638,만두튀김 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,676,169.0,0.0,0.0,90.53571428571429,0.0
639,오징어채무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,2.9206349206349205,1.4603174603174602,14.603174603174603,255.55555555555554,87.61904761904762
640,닭간장소스찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,274,29.50769230769231,8.430769230769231,20.023076923076925,1370.0,105.38461538461539
641,생선살매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,16.80712166172107,2.27893175074184,2.27893175074184,23.928783382789316,0.56973293768546
642,팽이버섯국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6.933333333333334,7.8,1.7333333333333334,0.0,4.333333333333333
643,버섯호박볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11.453164556962026,0.7341772151898734,1.321518987341772,0.0,0.0
644,돼지갈비김치찜 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,364,19.278688524590162,21.57377049180328,28.0,890.4918032786885,89.50819672131148
645,돈가스 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,562,75.7752808988764,12.629213483146067,33.67790262172284,1332.3820224719102,48.41198501872659
646,감자샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,6.728,9.512,0.928,116.0,5.8
647,배추된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0.0,0.0,0.0
648,닭고기육개장 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219,5.651612903225806,15.541935483870967,14.129032258064516,2571.483870967742,28.258064516129032
649,생선묵국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4.511111111111111,4.188888888888889,0.48333333333333334,38.666666666666664,0.0
650,삼치순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1.6417910447761195,2.0522388059701493,6.156716417910448,173.2089552238806,18.470149253731343
651,돼지고기김치볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207,3.942857142857143,13.8,11.82857142857143,705.7714285714286,124.2
652,오이고추장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10.833333333333334,4.333333333333333,2.1666666666666665,8.666666666666666,0.0
653,호박쇠고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98,3.094736842105263,5.157894736842105,9.284210526315789,343.5157894736842,76.33684210526316
654,주스자연은샤인머스캣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,21.0,0.0,0.0,50.0,0.0
655,오징어튀김샐러드소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,17.37391304347826,7.721739130434782,1.9304347826086956,0.0,6.434782608695652
656,김계란국,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3.6923076923076925,3.6923076923076925,3.6923076923076925,354.46153846153845,11.076923076923077
657,짬뽕밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,520,86.535552193646,8.653555219364598,22.81391830559758,2212.950075642965,197.45839636913766
658,표고버섯멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0.0,0.0,0.0,0.0,0.0
659,깻잎찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4.8,0.6,2.4,474.0,0.0
660,메론,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,22.736842105263158,0.0,0.0,9.473684210526315,0.0
661,고등어김치조림,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,177,9.833333333333334,6.145833333333333,17.208333333333332,859.1875,36.875
662,감자국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9.215686274509803,0.0,1.8431372549019607,564.9215686274509,2.764705882352941
663,오징어채무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,87,2.761904761904762,1.380952380952381,13.80952380952381,241.66666666666666,82.85714285714286
664,주스자연은납작복숭아,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18.0,0.0,0.0,0.0,0.0
665,두유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0.0,5.972222222222222,6.768518518518518,0.0,0.0
666,소시지찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,184,3.1452991452991452,14.153846153846153,11.794871794871796,0.0,0.0
667,닭고기감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,233,47.027522935779814,2.1376146788990824,4.275229357798165,1383.0366972477063,0.0
668,훈제오리구이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,10.64516129032258,19.516129032258064,14.193548387096774,354.83870967741933,115.3225806451613
669,오징어숙회초고추장,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,114,21.491803278688526,1.8688524590163935,1.401639344262295,780.2459016393443,0.0
670,오이고추장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7.083333333333333,2.8333333333333335,1.4166666666666667,5.666666666666667,0.0
671,맑은순두부계란탕,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,5.12,1.28,7.68,19.2,0.0
672,버섯호박볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,14.217721518987341,0.9113924050632911,1.6405063291139241,0.0,0.0
673,비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,581,89.23539232053422,12.609348914858098,25.218697829716195,477.2153589315526,53.347245409015024
674,돈가스커리덮밥,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1050,0.0,0.0,0.0,0.0,0.0
675,매운어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,10.266666666666667,1.0266666666666666,6.16,287.46666666666664,0.0
676,생선묵꽈리고추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,9.0,2.8125,5.0625,264.375,8.4375
677,팽이버섯국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8.0,9.0,2.0,0.0,5.0
678,볶음밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,80.83636363636364,16.167272727272728,0.0,287.41818181818184,35.92727272727273
679,단호박조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11.149825783972126,2.229965156794425,0.6689895470383276,211.4006968641115,0.0
680,표고버섯돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,324,34.46808510638298,13.787234042553191,9.191489361702128,1318.9787234042553,0.0
681,순두부해물찌개,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,150,10.24390243902439,7.317073170731708,10.975609756097562,0.0,0.0
682,오징어채마요네즈구이,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,17.3,0.0,25.95,519.0,302.75
683,삼치순살튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351,83.82089552238806,0.0,0.0,10.477611940298507,0.0
684,동파육,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,527,21.587951807228915,39.36626506024096,21.587951807228915,0.0,0.0
685,생선묵고추장볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,33.75,0.0,1.125,16.875,0.0
686,닭고기튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,591,35.68301886792453,35.68301886792453,31.222641509433963,1115.0943396226414,89.20754716981132
687,주스카프리썬오렌지망고,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7.0,0.0,0.0,0.0,0.0
688,된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7.714285714285714,0.0,1.542857142857143,0.0,0.0
689,해물찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100,7.826086956521739,4.63768115942029,6.666666666666667,249.2753623188406,0.0
690,순두부계란찜,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3.4375,2.9791666666666665,3.8958333333333335,2.0625,0.0
691,오징어야채비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,497,96.06958762886597,3.8427835051546393,14.09020618556701,357.37886597938143,144.74484536082474
692,삼겹살구이,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,883,0.0,73.77545691906005,46.10966057441253,2572.9190600522193,0.0
693,두유 검은깨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0.0,0.0,0.0,0.0,0.0
694,전복장조림,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,128,24.88888888888889,0.0,5.925925925925926,892.4444444444445,22.51851851851852
695,배추두부국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.0,0.0,0.0,65.0,0.0
696,주스파인애플,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7.0,0.0,0.0,1.0,0.0
697,샐러리샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,28.333333333333332,0.0,5.666666666666667,0.0,0.0
698,건새우무우국,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0.0,0.0,0.0,257.9268292682927,0.0
699,청경채굴소스볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,12.142857142857142,3.507936507936508,1.2142857142857142,0.0,0.0
700,감자탕,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,554,71.0,21.0,25.0,785.0,65.0
701,전복죽,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,489,72.44444444444444,10.866666666666667,18.11111111111111,1919.7777777777778,72.44444444444444
702,아귀순살튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,16.0,0.0,0.0,2.0,0.0
703,조개국,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5.961538461538462,1.7884615384615385,13.115384615384615,951.4615384615385,53.05769230769231
704,미트볼튀김,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,565,38.104651162790695,35.47674418604651,23.651162790697676,2076.046511627907,85.40697674418605
705,시금치베이컨볶음,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,166,26.56,4.892631578947368,3.8442105263157895,0.0,0.0
706,청경채겉절이,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0,0.0,0.0,0.0,0.0
707,냉동바지락살무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,16.24,0.0,13.92,1078.8,46.4
708,돼지고기고추장볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,572,25.78688524590164,37.50819672131148,25.78688524590164,637.639344262295,77.36065573770492
709,닭매운찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,280,42.37837837837838,4.54054054054054,15.135135135135135,1392.4324324324325,60.54054054054054
710,오징어젓무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,3.4285714285714284,1.7142857142857142,5.142857142857143,142.28571428571428,72.85714285714286
711,매운소시지떡볶음 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,255,19.125,15.9375,7.4375,383.5625,31.875
712,모듬야채 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16.036363636363635,0.0,0.0,8.590909090909092,0.0
713,콩나물무채국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0
714,약고추장볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,35.0,1.0,3.0,498.0,0.0
715,양념통닭 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,812,178.64,0.0,16.24,324.8,0.0
716,깻잎찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.066666666666666,0.6333333333333333,2.533333333333333,500.3333333333333,0.0
717,숭어살튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,407,97.19402985074628,0.0,0.0,12.149253731343284,0.0
718,쭈꾸미볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,24.8,0.0,4.8,20.0,0.0
719,해물매콤잡채덮밥,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,573,74.31906614785993,16.35019455252918,31.214007782101167,1339.2295719844358,212.55252918287937
720,비빔밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,91.53923205342237,12.934891485809683,25.869782971619365,489.53589315525875,54.72454090150251
721,소시지찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185,3.1623931623931623,14.23076923076923,11.85897435897436,0.0,0.0
722,오징어채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142,20.654545454545456,0.0,7.745454545454545,598.9818181818182,85.2
723,핫도그빵 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,981,0.0,0.0,24.525,1103.625,0.0
724,닭고기감자조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,245,49.44954128440367,2.2477064220183487,4.495412844036697,1454.2660550458716,0.0
725,두부김치 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,276,13.416666666666666,16.291666666666668,18.208333333333332,947.7916666666666,12.458333333333334
726,단호박샐러드 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,13.64102564102564,9.333333333333334,0.717948717948718,0.0,7.17948717948718
727,오리갈릭구이칠리소스 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,61.78421052631579,1.436842105263158,1.436842105263158,1709.842105263158,0.0
728,부추겉절이 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,,
729,짬뽕찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,97,8.16842105263158,4.424561403508772,6.807017543859649,599.0175438596491,6.807017543859649
730,가지무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1.507936507936508,3.3174603174603177,0.9047619047619048,437.0,0.0
731,닭곰탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,171,3.2884615384615383,3.2884615384615383,29.596153846153847,1973.076923076923,98.65384615384616
732,새우살야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0.0,0.0,0.0,0.0,0.0
733,조기튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,94.75,0.0,0.0,50.75892857142857,0.0
734,콩나물두부국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.0,0.0,0.0,0.0,0.0
735,야채샐러드 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,148,36.56470588235294,0.0,0.0,60.94117647058823,0.0
736,순두부계란찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5.8125,5.0375,6.5875,3.4875,0.0
737,쇠고기배추볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116,3.663157894736842,6.105263157894737,10.989473684210527,406.61052631578946,90.3578947368421
738,햄감자볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147,4.741935483870968,11.85483870967742,3.556451612903226,21.338709677419356,0.0
739,명태순살강정 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,42.98823529411764,23.71764705882353,31.129411764705882,252.0,118.58823529411765
740,전복삼계탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,638,23.867625899280576,20.19568345323741,89.96258992805755,0.0,0.0
741,오삼불고기 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,346,43.55244755244755,16.937062937062937,14.517482517482517,2250.2097902097903,0.0
742,우엉조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,26.25,0.0,2.5,300.0,0.0
743,상추쌈 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6.833333333333333,0.0,3.4166666666666665,17.083333333333332,0.0
744,제육덮밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,672,79.5266272189349,15.905325443786982,43.739644970414204,4445.538461538462,23.857988165680474
745,햄김치찌개 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132,9.428571428571429,8.485714285714286,3.7714285714285714,0.0,0.0
746,계란국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3.5555555555555554,3.5555555555555554,7.111111111111111,503.1111111111111,220.44444444444446
747,물냉면 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,207.20289855072463,2.3816425120772946,33.34299516908212,7087.768115942029,0.0
748,후루츠탕수육 ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,197,21.58,7.98,9,149,29
749,닭고기김치찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,267,18.204545454545453,10.922727272727272,24.272727272727273,0.0,0.0
750,김치볶음밥 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,569,71.48241206030151,25.733668341708544,0.0,520.391959798995,0.0
751,팝콘형치킨너겟 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,626,48.15384615384615,28.892307692307693,38.52307692307692,1348.3076923076924,96.3076923076923
752,두부김치국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2.3819444444444446,2.892361111111111,3.232638888888889,168.26736111111111,2.2118055555555554
