,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤
422,닭고기야채조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,238,32.583333333333336,0.0,22.666666666666668,361.25,0.0
423,자두,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9.533333333333333,0.0,0.0,0.0,0.0
424,오징어실채볶음,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,113,16.436363636363637,0.0,6.163636363636364,476.6545454545454,67.8
425,멕시칸샐러드,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,9.163636363636364,5.090909090909091,7.127272727272727,320.72727272727275,20.363636363636363
426,초코우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,16.8,4.62,4.2,84.0,0.0
427,고추참치김치덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,118.19294117647058,8.44235294117647,12.663529411764706,1013.0823529411765,15.47764705882353
428,쇠고기야채덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,526,10.52,5.26,110.46,0.0,0.0
429,버섯감자찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6.017964071856287,2.0059880239520957,5.616766467065868,518.748502994012,6.419161676646707
430,돼지고기육개장,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114,12.241610738255034,6.120805369127517,3.825503355704698,7.651006711409396,0.0
431,매콤깐풍기,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,675,88.68613138686132,24.635036496350367,14.781021897810218,699.6350364963504,64.05109489051095
432,콩나물밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,434,95.48,5.786666666666667,11.573333333333334,578.6666666666666,0.0
433,돈육미나리볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,318,0.0,0.0,0.0,0.0,0.0
434,감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9.889908256880734,0.44954128440366975,0.8990825688073395,290.8532110091743,0.0
435,쇠고기버섯볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,28.676616915422887,0.0,3.2587064676616917,10.427860696517413,0.0
436,시리얼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,26.228571428571428,3.122448979591837,3.746938775510204,268.53061224489795,3.122448979591837
437,홍합살짬뽕찌개,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73,6.4411764705882355,4.723529411764706,1.2882352941176471,30.058823529411764,10.735294117647058
438,비엔나소시지케찹볶음,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,347,3.6526315789473682,29.221052631578946,18.263157894736842,840.1052631578947,54.78947368421053
439,청양풍닭볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,253,37.5035294117647,8.929411764705883,5.357647058823529,565.5294117647059,0.0
440,오징어튀김칠리소스,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,649,76.18695652173913,33.86086956521739,8.465217391304348,0.0,28.217391304347824
441,배주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,13.0,0.0,0.0,0.0,0.0
442,깐풍버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,512,93.0909090909091,8.462809917355372,12.694214876033058,1038.3867768595042,0.0
443,콩나물야채튀김,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,374,194.93333333333334,0.0,6.8,680.0,0.0
444,닭순살샐러드,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102,12.24,4.08,4.08,363.12,14.28
445,새우짬뽕찌개,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,90,18.455696202531644,0.6835443037974683,2.050632911392405,334.9367088607595,1.139240506329114
446,멸치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0.0,0.0,13.570175438596491,191.57894736842104,0.0
447,쇠고기모듬버섯찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0.0,0.0,0.0,0.0,0.0
448,연두부양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3.8666666666666667,3.8666666666666667,9.666666666666666,9.666666666666666,0.0
449,가지탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,367,97.86666666666666,0.0,0.0,0.0,0.0
450,비엔나소시지김치찌개,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144,1.5157894736842106,12.126315789473685,7.578947368421052,348.63157894736844,22.736842105263158
451,버섯매운탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,59,10.329376854599406,1.400593471810089,1.400593471810089,14.706231454005934,0.35014836795252224
452,안동찜닭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,225,54.0,0.0,3.0,105.0,0.0
453,쇠고기굴소스볶음밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,6.1,3.05,64.05,0.0,0.0
454,명태무찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,8.921739130434782,5.28695652173913,7.6,284.17391304347825,0.0
455,닭순살양배추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,228,9.450777202072539,12.994818652849741,16.53886010362694,80.33160621761658,0.0
456,장어순살강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,613,122.6,0.0,10.216666666666667,204.33333333333334,0.0
457,주스프레주복숭아,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13.0,0.0,0.0,0.0,0.0
458,전복삼계탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,910,34.0431654676259,28.805755395683452,128.31654676258992,0.0,0.0
459,쇠고기우엉조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105,16.333333333333332,0.5833333333333334,8.75,1032.5,29.166666666666668
460,아귀순살콩나물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,11.6,0.0,23.2,232.0,0.0
461,갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,12.566523605150214,32.46351931330472,34.55793991416309,1429.4420600858368,129.8540772532189
462,오징어삼겹볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,501,70.72941176470589,11.788235294117648,17.68235294117647,294.70588235294116,58.94117647058823
463,바나나우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,23.123076923076923,5.138461538461539,5.138461538461539,96.34615384615384,12.846153846153847
464,미트볼데리야끼조림,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,436,87.2,0.0,0.0,0.0,0.0
465,삼겹살고추장볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,611,143.203125,0.0,4.7734375,71.6015625,0.0
466,닭순살피망볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,225,33.35294117647059,7.9411764705882355,4.764705882352941,502.94117647058823,0.0
467,연세두유고소한아몬드잣두유 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,16.0,5.0,5.0,200.0,0.0
468,생선묵김치찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.5,3.0,3.75,465.0,3.75
469,돼지고기찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,132,16.899653979238753,3.6539792387543253,7.307958477508651,48.41522491349481,4.567474048442906
470,꽈리고추멸치조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,9.636363636363637,3.0113636363636362,5.420454545454546,283.0681818181818,9.034090909090908
471,오리고추장주물럭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286,42.9,0.0,14.3,171.6,0.0
472,바나나맛우유,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,34.285714285714285,5.714285714285714,4.285714285714286,0.0,21.428571428571427
473,돈육청경채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,396,34.848,19.008,28.512,1457.28,15.84
474,주꾸미볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,15.118483412322275,3.4360189573459716,12.369668246445498,630.8530805687204,137.44075829383885
475,블루베리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6.385964912280702,1.368421052631579,0.45614035087719296,0.45614035087719296,0.0
476,황태채국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.0384615384615385,0.9230769230769231,0.6923076923076923,10.961538461538462,2.8846153846153846
477,돼지고기청경채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,408,18.39344262295082,26.75409836065574,18.39344262295082,454.8196721311475,55.18032786885246
478,돈육김치찌개,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,2.8157894736842106,6.100877192982456,7.508771929824562,474.6951754385965,14.078947368421053
479,오징어튀김칠리,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,518,60.80869565217391,27.026086956521738,6.756521739130434,0.0,22.52173913043478
480,돼지고기호박볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,123,5.545081967213115,8.065573770491802,5.545081967213115,137.11475409836066,16.635245901639344
481,갑오징어야채볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,186,14.88,7.44,13.02,744.0,111.6
482,게맛살야채튀김,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,414,18.4,0.0,13.8,0.0,0.0
483,골뱅이고추장볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173,40.546875,0.0,1.3515625,20.2734375,0.0
484,쇠고기느타리버섯국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,0.0,0.0,0.0,0.0,0.0
485,홍합살무국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2.196261682242991,1.3177570093457944,5.271028037383178,638.2336448598131,5.710280373831775
486,훈제오리파프리카볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,10.103225806451613,18.52258064516129,13.470967741935484,336.7741935483871,109.45161290322581
487,불닭볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,303,41.91699604743083,14.371541501976285,4.790513833992095,83.83399209486166,87.42687747035573
488,어향돈육가지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,21.763636363636362,3.4363636363636365,1.1454545454545455,249.70909090909092,0.0
489,북경식탕수육 ,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,192,16.59,8.7,11.24,439,26
490,고등어순살카레튀김,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,495,0.0,28.657894736842106,57.31578947368421,221.44736842105263,182.3684210526316
491,갈치순살카레튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,469,81.12432432432432,7.605405405405405,12.675675675675675,3168.9189189189187,25.35135135135135
492,시금치국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.4909090909090907,1.7454545454545454,0.5818181818181818,136.72727272727272,1.4545454545454546
493,혼합시리얼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,26.228571428571428,3.122448979591837,3.746938775510204,268.53061224489795,3.122448979591837
494,북어채국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9.428571428571429,0.0,3.142857142857143,911.4285714285714,23.571428571428573
495,새송이버섯야채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,125,15.24390243902439,6.097560975609756,3.048780487804878,21.341463414634145,0.0
496,버섯된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5.892857142857143,1.9642857142857142,4.321428571428571,0.0,0.0
497,양념통닭,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,839,184.58,0.0,16.78,335.6,0.0
498,콩나물무채국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0
499,감자된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5.133333333333334,0.4666666666666667,3.2666666666666666,547.4,0.0
500,햄슬라이스버거,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,601,0.0,20.033333333333335,100.16666666666667,5008.333333333333,200.33333333333334
501,햄야채덮밥,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,586,108.09708737864078,11.37864077669903,12.516504854368932,955.8058252427185,17.067961165048544
502,우엉조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,18.613636363636363,0.0,1.7727272727272727,212.72727272727272,0.0
503,김치찌개,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,4.209876543209877,5.7407407407407405,5.7407407407407405,750.8888888888889,9.567901234567902
504,매콤새송이브로콜리볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,9.617886178861788,2.959349593495935,7.3983739837398375,221.21138211382114,0.0
505,참치김치덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,87.16235294117647,6.225882352941176,9.338823529411764,747.1058823529412,11.414117647058823
506,돈육고추장찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,141,8.516778523489933,7.097315436241611,10.88255033557047,256.4496644295302,0.0
507,오리김치조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,267,14.787692307692307,17.252307692307692,13.144615384615385,1273.3846153846155,69.83076923076923
508,마늘소스돼지고기강정,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,648,0.0,11.368421052631579,125.05263157894737,0.0,0.0
509,얼갈이배추된장무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2.9577464788732395,1.971830985915493,1.971830985915493,89.22535211267606,0.0
510,쇠고기오이볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2.8421052631578947,4.7368421052631575,8.526315789473685,315.4736842105263,70.10526315789474
511,돼지고기가지볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,338,15.237704918032787,22.16393442622951,15.237704918032787,376.78688524590166,45.71311475409836
512,미더덕된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.6025504782146653,3.2603613177470776,3.97874601487779,74.10414452709882,10.444208289054197
513,꽈리고추감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8.545454545454545,0.0,0.0,213.63636363636363,0.0
514,아욱고추장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3.0805369127516777,2.5671140939597317,3.936241610738255,92.75838926174497,0.0
515,시금치무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0315789473684212,2.357894736842105,1.0315789473684212,18.42105263157895,0.0
516,강된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,11.344537815126051,3.0252100840336134,4.53781512605042,1272.1008403361345,0.0
517,무두부조개탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0.0,7.362406015037594,1.5157894736842106,0.0,0.0
518,참돔순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0.0,0.0,79.46938775510205,0.0,281.7551020408163
519,호박볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84,16.5873417721519,1.0632911392405062,1.9139240506329114,0.0,0.0
520,무국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.225352112676056,2.112676056338028,4.225352112676056,482.3943661971831,7.042253521126761
521,버섯잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,17.71900826446281,2.3801652892561984,0.5289256198347108,329.5206611570248,0.0
522,꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,13.818181818181818,0.0,0.0,345.45454545454544,0.0
523,마늘종무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,14.791666666666666,0.0,2.9583333333333335,1390.4166666666667,0.0
524,미트볼양념조림,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,443,29.876744186046512,27.816279069767443,18.544186046511626,1627.7674418604652,66.96511627906976
525,세척사과,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0.0,0.0,0.0,0.0,0.0
526,낙지새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,200,9.053497942386832,12.345679012345679,12.345679012345679,1614.8148148148148,20.5761316872428
527,게맛살튀김,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,370,16.444444444444443,0.0,12.333333333333334,0.0,0.0
528,햄치즈에그버거,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1246,83.06666666666666,62.3,62.3,955.2666666666667,145.36666666666667
529,피조갯살삼겹볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,447,67.87777777777778,14.072222222222223,12.416666666666666,0.0,0.0
530,훈제오리샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,12.098726114649681,6.67515923566879,6.25796178343949,131.8343949044586,128.4968152866242
531,불닭덮밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,749,103.3103448275862,25.82758620689655,25.82758620689655,1239.7241379310344,103.3103448275862
532,건새우아욱된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,7.454545454545454,0.0,2.484848484848485,559.0909090909091,0.0
533,돼지갈비폭찹,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,412,66.85283018867925,6.218867924528302,17.10188679245283,293.84150943396224,0.0
534,과일,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,27.6697247706422,0.0,2.128440366972477,0.0,0.0
535,피망잡채,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,170,26.78787878787879,4.121212121212121,7.212121212121212,0.0,0.0
536,망고스틱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24666666666666667,0.0,0.0,0.0,0.0
537,야채덮밥,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,625,97.82608695652173,17.66304347826087,19.02173913043478,1521.7391304347825,40.76086956521739
538,고등어카레튀김,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,550,39.285714285714285,25.142857142857142,39.285714285714285,732.2857142857143,64.42857142857143
539,한우갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,480,12.360515021459227,31.931330472103003,33.99141630901288,1406.008583690987,127.72532188841201
540,닭고기양배추볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,236,9.782383419689118,13.450777202072539,17.11917098445596,83.15025906735751,0.0
541,유산균 발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,15.555555555555555,0.0,4.666666666666667,85.55555555555556,0.0
542,마늘쫑볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,16.6,0.0,2.5538461538461537,12.76923076923077,0.0
543,가지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9.5,1.5,0.5,109.0,0.0
544,모듬피클,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5.214814814814815,0.9481481481481482,0.7111111111111111,56.888888888888886,0.0
545,반건조고구마,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,50.201892744479494,0.0,2.7507886435331232,0.0,0.0
546,해물된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1.879914984059511,3.824654622741764,4.667375132837407,86.92986184909671,12.251859723698193
547,양파피클,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16.666666666666668,0.0,2.0833333333333335,4.166666666666667,0.0
548,무청시래기국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,249.35849056603774,2.1132075471698113,4.226415094339623,142.64150943396226,4.226415094339623
549,새우살야채볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,174,0.0,0.0,0.0,0.0,0.0
550,낙지볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7.016460905349795,9.567901234567902,9.567901234567902,1251.4814814814815,15.946502057613168
551,명태순살튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,519,88.97142857142858,7.414285714285715,29.65714285714286,1260.4285714285713,111.21428571428571
552,연근튀김,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,71.40298507462687,0.0,0.0,8.925373134328359,0.0
553,제육볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,320,17.342657342657343,18.46153846153846,21.818181818181817,465.45454545454544,71.60839160839161
554,곶감,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.0,0.0,0.0,0.0,0.0
555,해물탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,102,22.74098360655738,0.3344262295081967,2.0065573770491802,153.8360655737705,0.0
556,우엉쇠고기조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,144,22.4,0.8,12.0,1416.0,40.0
557,명태순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.0,4.73404255319149,8.52127659574468,0.0,0.0
558,단감,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.0,0.0,0.0,0.0,0.0
559,굴국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11.341252699784016,0.509719222462203,1.7840172786177106,156.866090712743,1.529157667386609
560,쇠고기버섯덮밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604,109.81818181818181,9.983471074380166,14.975206611570249,1224.9719008264462,0.0
561,갈치순살조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,3.7611940298507465,4.701492537313433,14.104477611940299,396.8059701492537,42.3134328358209
562,꽈리고추멸치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4.909090909090909,1.5340909090909092,2.7613636363636362,144.20454545454547,4.6022727272727275
563,쇠고기장조림쇠고기장조림대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,14.777777777777779,0.5277777777777778,7.916666666666667,934.1666666666666,26.38888888888889
564,젤리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0.0,0.0,0.0,0.0,0.0
565,햄버거스테이크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,86.0,1.0,7.0,34.0,0.0
566,소양념갈비찜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,124.46896551724137,20.744827586206895,10.372413793103448,191.8896551724138,0.0
567,콩나물두부국,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,0.0
568,배추겉절이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.872727272727273,1.0363636363636364,1.3818181818181818,29.363636363636363,5.181818181818182
569,양배추샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11.025,0.0,1.575,15.75,0.0
570,마파두부덮밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,679,104.46153846153847,19.151282051282053,22.633333333333333,0.0,0.0
571,묵은지등갈비찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,365,17.762951334379906,20.62794348508634,28.076923076923077,2914.270015698587,144.96860282574568
572,순무김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,1.6666666666666667,0.0,0.0
573,팽이버섯두부국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7.466666666666667,8.4,1.8666666666666667,0.0,4.666666666666667
574,조개살미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.2307692307692308,1.2307692307692308,1.5384615384615385,98.46153846153847,5.230769230769231
575,감자양파찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,22.0,0.0,0.0,10.0,0.0
576,쇠고기호박찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,12.302521008403362,0.5126050420168067,2.0504201680672267,3.0756302521008405,0.0
577,새송이버섯야채볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,11.097560975609756,4.439024390243903,2.2195121951219514,15.536585365853659,0.0
578,돼지불고기 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,516,105.54545454545455,7.036363636363636,7.036363636363636,0.0,0.0
579,굴튀김 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,81.25,0.0,0.0,43.526785714285715,0.0
580,콩나물매운무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5.526315789473684,1.105263157894737,2.210526315789474,443.2105263157895,0.0
581,배추된장무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.6923076923076925,0.0,0.0,120.0,0.0
582,계란찜 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4.446428571428571,3.9523809523809526,5.928571428571429,49.404761904761905,177.36309523809524
583,시금치된장국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0,0.0,2.1333333333333333,302.6666666666667,5.333333333333333
584,두부고추장찌개 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94,0.0,0.0,0.0,0.0,0.0
585,쇠고기미역국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0.0,2.2857142857142856,4.0,520.0,11.428571428571429
586,햄게맛살볶음 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148,6.5777777777777775,0.0,4.933333333333334,0.0,0.0
