,Unnamed: 0,메뉴이름,계란류,wv,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,기준양,기준열량,탄수화물,지방,단백질,나트륨,콜레스트롤,category
764,764,생선묵꽈리고추볶음 ,0,"[ 3.0669952e-03  6.8112127e-03 -1.1288498e-03  1.8741157e-03
 -1.6516857e-03 -2.1153963e-03  6.1795129e-03  9.2590703e-03
  7.8590604e-04 -7.2172965e-04  4.7207196e-04 -3.7584347e-03
  4.0114383e-04  2.9988834e-03  2.6418976e-03  1.4675297e-04
  2.3771820e-03 -1.8616607e-03 -1.9156415e-03 -5.4903128e-03
  1.6985709e-03  3.0379582e-03  1.0347462e-03  4.2350675e-04
 -4.3463912e-03  5.4245041e-04  5.6400893e-07  4.1507286e-04
 -4.3829964e-03  2.1874276e-03  5.9336436e-04 -4.7499267e-03
  9.5065925e-03 -4.2050504e-03 -6.3121929e-03  8.4598213e-03
  4.5323721e-03 -3.1170994e-03 -4.2286995e-03 -5.0006630e-03
 -6.5341368e-03  4.8180143e-03 -6.5292342e-04  1.4062644e-03
  3.3708639e-03  1.4929129e-03 -1.9810449e-03 -7.1960312e-05
  4.0706522e-03  4.4193043e-04 -3.1320776e-03 -1.0900294e-03
 -6.1970879e-03 -2.8858415e-03  2.1369439e-03 -1.3738297e-03
  4.1798786e-03  1.2947433e-04  1.4090888e-03 -7.2139126e-05
  3.3978577e-04 -2.6073565e-03 -3.2819845e-03 -2.4240352e-04
 -3.2800972e-03  5.2959658e-03 -6.4160238e-04  3.8371929e-03
 -6.5409811e-03  2.5700133e-03  1.2627803e-05  2.1571950e-03
  3.9903732e-04 -5.9271808e-04  4.3929266e-03  1.1652423e-03
  2.3154232e-03 -2.4178473e-03 -2.7056881e-03 -2.7990760e-04
 -3.7705172e-03 -1.3836431e-03 -5.6948530e-04  3.3150662e-03
  2.4134633e-03  5.6187209e-04  2.5114012e-03  1.6289061e-03
  1.3252726e-03 -9.6546253e-04  3.4058006e-03 -1.3974495e-06
 -6.7160133e-04  6.4161199e-04  5.1578046e-03 -7.4509531e-04
 -1.0611762e-03 -1.9357950e-04  2.6377470e-03 -8.4670010e-04]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.71,100 g,176,16,5,9,470,15,0
765,765,쇠고기불고기 ,0,"[-7.9464749e-04  6.0907342e-03  1.6891710e-03  4.4088364e-03
  3.9606937e-04  4.5953831e-03 -3.5210028e-03  4.9802018e-03
 -5.0883847e-03  5.2235471e-03 -7.9812703e-04 -1.9033822e-03
  8.9025367e-03  1.3494873e-03  1.2683352e-03 -7.7604624e-03
  5.8573391e-03  7.3515065e-04 -6.2909843e-03 -4.2330609e-03
 -4.4608572e-03 -5.8656503e-03 -2.7068197e-03 -4.7986414e-03
  3.8507215e-03  1.1426506e-03  3.2798992e-04  3.2349366e-03
 -1.1846307e-03  3.2149237e-03  6.7329020e-03 -6.0103517e-03
  4.3583359e-04 -6.2126168e-03 -4.5690536e-03 -3.3731363e-03
 -1.5897412e-03 -4.5343358e-03 -1.3116687e-03 -7.1647642e-03
 -4.6367263e-03 -1.2277593e-03 -1.3129140e-04  2.7500230e-03
 -1.0227342e-04 -1.6134996e-03 -2.9570801e-04 -3.7437482e-03
 -6.2341075e-03 -8.0190971e-04  4.9969321e-03 -2.6166742e-04
 -8.0868406e-03 -1.7349382e-03 -8.5616512e-03 -6.3349120e-03
 -8.1088976e-05 -3.3605341e-03 -8.8065192e-03 -4.6545761e-03
  1.7473330e-03  1.9634962e-03  8.9903292e-04  3.7793585e-03
 -6.6702939e-03  7.2996430e-03  9.8438365e-03  7.3722983e-03
 -8.7447185e-03  6.9924807e-03  3.3185231e-03  6.9363760e-03
  3.8308126e-03 -1.9050238e-03  1.5773189e-03  2.4394873e-03
  5.2990946e-03  3.9198436e-03 -5.7716179e-04  4.6192450e-03
 -4.0340507e-03 -7.8569800e-03 -2.9520856e-03  2.9356857e-03
 -3.7716806e-03 -1.7250050e-03 -3.2120093e-04 -2.9557000e-03
  3.9453194e-03  2.0118020e-03  4.8978049e-03  6.5466622e-05
  4.6991380e-03 -2.5055248e-03  3.6407851e-03  3.6672086e-03
  1.1025956e-03  3.1134735e-03  2.4732663e-03 -2.1708217e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179.4,300 g,486,15,20,56,571,83,7
766,766,닭죽 ,0,"[ 1.42995897e-03  1.54240988e-05  4.22410201e-03 -1.12937484e-03
  2.49092933e-04 -3.88351316e-03 -5.04640769e-03  4.71276604e-03
 -1.15637830e-03 -6.29406562e-03 -8.49396922e-03 -5.61008928e-03
  3.12608387e-03  3.13435891e-03  4.26139729e-03 -2.00554589e-03
  6.63574412e-03 -4.24658321e-03  3.87837691e-03 -3.50464019e-03
  4.42310702e-04  4.73500695e-03  2.90881144e-04 -1.02906153e-02
 -1.82408514e-03  4.85999044e-04  2.43346067e-03 -2.33496213e-03
  3.32932966e-03 -1.91961462e-03  2.33871210e-03  4.26094746e-03
 -6.37075771e-03 -9.14572179e-03 -5.92403812e-03 -4.97679459e-04
  4.77499422e-03 -2.83162645e-03 -9.49136540e-03 -1.07093411e-03
  8.55326466e-03 -2.43430049e-03  9.66691645e-04 -5.90967294e-03
  5.79902809e-03 -6.96959952e-03  3.01610446e-04 -3.99285136e-03
  3.46071599e-03  4.13120259e-03 -1.84214674e-03  3.63396248e-03
  3.60492454e-03  3.28908092e-03 -1.16605544e-04  1.18090492e-03
  5.79353794e-03 -1.58247072e-04 -3.39309894e-03 -4.51867934e-03
 -1.74117694e-03  2.24042288e-03 -4.76458436e-03  8.33943859e-03
 -4.43816092e-03  2.06989096e-03  6.42387429e-03 -2.51008663e-03
  3.62595217e-03  7.34842289e-03  7.54520297e-05  1.98286795e-03
 -7.23839737e-03 -1.92380301e-03  1.00132413e-02 -1.32382230e-03
  1.98363233e-03  1.49977882e-03 -3.36566824e-03 -2.49388022e-03
 -1.96169131e-04  1.46398682e-03 -2.78208149e-03  4.26648604e-03
 -2.08383822e-03 -2.48283753e-03 -4.01384942e-03  5.44154644e-03
 -6.88300095e-03  6.12877961e-03  6.50841184e-03 -3.41781345e-03
 -1.40993798e-03 -2.33747275e-03 -3.83612514e-03  3.85514693e-04
  7.17131142e-03 -1.87768089e-03  2.00887094e-03  4.31992626e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,547.3,1 팩,365,39,15,18,980,20,5
767,767,야채튀김 ,0,"[-1.2582107e-03 -4.9933861e-04 -3.9250669e-03  1.0442501e-04
  2.6828218e-03  5.4490654e-04  5.2777100e-03  6.1767511e-03
 -5.1487051e-03  1.5052955e-03 -1.0895417e-03 -2.4915580e-04
 -5.6015840e-03  6.7812526e-03 -4.6025733e-03 -4.3176021e-03
  3.0482956e-03  4.5740586e-03  2.9750965e-03 -1.1612281e-02
  1.5388689e-03 -5.3413683e-03  9.4402768e-03  4.1001998e-03
 -1.8389707e-03  2.1597133e-03 -1.9665316e-03 -8.8120345e-04
 -5.9697740e-03 -2.7351436e-04  8.8253981e-03  5.6698932e-03
  1.6500846e-03 -4.8370161e-03 -1.1515433e-03  1.0509591e-04
 -4.5646569e-03 -4.5485152e-03 -5.0179395e-03 -8.7059867e-03
  5.1639741e-03 -9.5028393e-03 -2.1669078e-03  1.1422536e-03
  7.3704147e-03  1.3142312e-04 -3.7087363e-03 -5.5864700e-03
  1.2723245e-03 -4.7970968e-03  3.1262026e-03 -4.9846410e-03
  1.1318582e-03 -1.6654923e-04 -6.3386392e-03 -6.8332125e-03
 -4.9281162e-03 -9.9487109e-03 -6.7071179e-03 -7.1678706e-03
  3.0449361e-03 -4.8061009e-03  5.4580737e-03 -3.3682093e-04
 -6.7623951e-03  5.1010340e-03  3.5692016e-03  4.9136281e-03
 -1.0605201e-02  4.8293527e-03 -4.4015907e-03  7.6543577e-03
 -8.7748677e-04  3.6699027e-03  7.9264399e-03  6.1814836e-04
  8.6101727e-04  6.6689323e-03  7.6860888e-05 -1.1761480e-03
 -1.8275979e-03 -8.1214923e-03 -4.3753199e-03  2.5831563e-03
 -5.3986753e-03 -6.5100114e-03  9.9737477e-03  1.1277405e-03
 -5.3743091e-03 -2.8944616e-03  3.2890737e-03 -7.2970480e-04
  9.4198226e-04 -1.4897767e-03  4.8100632e-03 -1.5506685e-03
  8.2358494e-03 -2.4873484e-03  1.0910550e-03  3.8785576e-03]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,421.54,250 ml,112,28,-,-,15,--,2
768,768,삼겹살구이 ,0,"[-1.22240162e-03  6.19528769e-03  3.96849168e-03 -1.84081576e-03
  3.96621274e-03 -2.94229947e-04 -1.76460412e-03  6.43574167e-03
 -4.75651491e-03 -5.70127927e-03 -2.04651966e-03 -1.11802872e-02
 -6.86492585e-03  3.91997071e-03  2.74071144e-03 -1.34355156e-03
 -2.93026678e-03  3.34135676e-03  4.72820364e-03  5.15884347e-03
 -2.01399927e-03 -7.88229518e-03  3.19184735e-04  2.49094097e-03
  1.55590440e-03 -2.60397559e-04  7.23751541e-03  3.34802573e-03
  7.46009406e-04 -3.72688333e-03 -1.56523427e-04 -1.25453412e-03
 -3.50653566e-03  6.60851412e-03  2.92550656e-03 -4.37403144e-03
  8.51523783e-03 -8.17999989e-03  8.35345942e-04 -1.94332970e-03
 -1.77239394e-03  1.33446883e-04 -2.10257922e-03 -5.74347097e-04
 -4.25680261e-03 -1.89910713e-03 -2.16589612e-03  5.15754381e-03
  4.20426857e-03  5.55334147e-03 -1.86636369e-03 -9.71657690e-03
  8.68709944e-03 -5.08956285e-03  4.94995806e-03  4.27438412e-03
 -1.91975373e-03 -1.07880007e-03  9.50437505e-04 -6.46100054e-03
 -1.36254041e-03  5.51156991e-04 -2.85036257e-03 -4.82267700e-03
 -6.94794673e-03  2.24985648e-04 -5.07093151e-04  4.00553504e-03
 -3.63302999e-03  3.81867611e-03 -1.33427093e-03  1.94939016e-03
  1.99363194e-03 -7.98128545e-03  1.83890807e-04  4.75730235e-03
  3.97090195e-03  1.56800728e-04 -2.10544094e-05  1.08972396e-04
  5.58758574e-03 -4.19074250e-03 -7.99470674e-03  5.32747991e-03
 -1.43641606e-04 -1.66904437e-03 -1.54154270e-03 -4.91283135e-03
 -2.19624280e-03  3.27459374e-03  2.36647646e-03 -1.13767711e-03
 -5.15622227e-03  4.17186460e-03  6.73389621e-03  3.00365896e-03
 -1.58185139e-06 -6.13735989e-03  4.44387412e-03 -1.54383853e-03]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,054.06","0.5 분,100g",383,-,32,20,"1,116",--,9
769,769,비빔냉면 ,0,"[-0.00558857  0.00047415  0.00256129  0.00039013 -0.00704285  0.00525879
  0.00032307  0.00172646  0.00149059  0.00029818  0.00210274  0.00375715
  0.0052992  -0.00597825 -0.00076451 -0.00234816  0.00379587  0.00051692
  0.00326729 -0.00569054 -0.00593569 -0.00520319 -0.00547532 -0.00473448
 -0.00161139  0.00387734 -0.00556433 -0.00456453  0.00083788  0.00477082
 -0.00813552  0.00127215  0.00675565  0.00372354 -0.00050482 -0.00670724
 -0.00154324 -0.00042384 -0.00328273  0.00091191  0.00696189 -0.00459834
  0.0050052   0.00569338 -0.00051324  0.00082367 -0.00213552 -0.00190286
 -0.0014348  -0.00125338  0.00308016 -0.00062206 -0.00580264  0.00870822
  0.00173123  0.00510336  0.00246352  0.00071339 -0.00045684  0.00206153
 -0.0005916   0.00367792 -0.00051589 -0.00483418 -0.00593389 -0.00678363
  0.0015974   0.00228924 -0.00218904 -0.00242997  0.00157649  0.00251717
 -0.00368693 -0.00699851  0.00050472  0.00044655 -0.00703335 -0.00499041
 -0.00467905 -0.00101662  0.00071746  0.00523906 -0.00269531  0.00556363
 -0.00311216  0.00287242 -0.00343799  0.00460734  0.00407387  0.00293885
 -0.00157162 -0.00083781 -0.00358507  0.00753683  0.00192343  0.00588153
  0.00043651 -0.00034465  0.00364054 -0.00529827]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.8,240 ml,95,23,-,1,75,--,9
770,770,치즈스틱 ,0,"[-0.00332059  0.00921171  0.00258987 -0.00995186  0.00288104  0.00216431
  0.00873009  0.00397333  0.0043631   0.00522392 -0.00421202  0.00565328
  0.00581994 -0.00237069  0.00965549 -0.00210006 -0.00710676 -0.00734021
  0.00539951  0.00145567 -0.00513822  0.00949606  0.00911259 -0.00839531
 -0.00962341 -0.005145   -0.00742953  0.00844306  0.00690875  0.0014358
  0.007893    0.00714041 -0.00414388 -0.00173968  0.00521644 -0.00607363
  0.00362913  0.00804032  0.00438571 -0.00890026 -0.00922028 -0.00290184
 -0.00690699  0.00781488  0.00584954 -0.0060542   0.00834009  0.00826239
 -0.00977217  0.00132664 -0.0006826   0.00031231  0.00995412 -0.00906647
  0.00032066  0.00885635  0.00912417  0.00840949  0.00708313  0.00133404
 -0.00103712  0.00717545 -0.00672856  0.00164677  0.00502467 -0.00566939
 -0.00254709  0.00431024  0.0025829  -0.00066181  0.00032722  0.00534073
 -0.00421993 -0.00363671  0.00928931 -0.00770867  0.00601994 -0.0032916
  0.00878548  0.0030932  -0.00133395 -0.00225504  0.00718587  0.00691325
 -0.00388849  0.00224979 -0.00391707 -0.00705162 -0.00931266 -0.0076634
 -0.00050488  0.00504174 -0.00571732  0.00371282  0.00421123 -0.00249192
 -0.00131555 -0.00731472 -0.0053669  -0.00377639]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,628.12,25 그램,30,3,-,2,180,--,9
771,771,순두부해물찌개 ,0,"[ 1.2136693e-03 -2.7689114e-03 -1.3738797e-03  4.1822833e-03
 -4.1977759e-03 -4.1751373e-03 -1.3630114e-03  4.9105696e-03
  1.0474379e-03  3.1962295e-03 -2.0127587e-03 -3.0602950e-03
 -2.2260204e-03  2.6051628e-03  2.8764838e-03  2.0590888e-03
 -2.9425945e-03 -9.4648553e-03  1.5919361e-03 -9.8664025e-03
  4.7222055e-03  6.9648363e-03 -2.4714039e-03 -2.2282537e-04
  1.3232944e-03  1.4601649e-03 -4.5261742e-03  1.0686448e-03
 -4.2715124e-03  4.4148932e-03  8.0190757e-03  4.5169676e-03
  5.8125895e-03  4.5346967e-03 -2.0879286e-03  8.4263263e-03
  2.0441094e-03  2.9725765e-03 -3.7999684e-03 -1.6985043e-03
 -1.4019931e-03 -4.8314254e-03 -3.5437180e-03  2.4732077e-03
  3.0501790e-03  2.2310701e-04 -1.9285256e-03  6.0656308e-03
  1.2364850e-03  3.6711339e-03  3.4385200e-03  1.4384784e-03
 -4.7087777e-04  1.3576634e-04  5.1953550e-04  2.8110901e-04
  3.6004977e-04 -5.4787621e-03  6.2816974e-04  2.0640607e-03
  1.7881809e-03  3.7503184e-03  3.9677098e-03  1.1177342e-03
 -2.5680966e-03  2.2304570e-03 -3.9331391e-04  3.3740236e-03
 -5.8811605e-03  4.0024808e-03 -1.6990470e-03  1.6683643e-03
 -6.5559248e-04 -5.2959770e-03  3.8860526e-03 -1.0480903e-03
 -1.8289909e-03 -1.1533207e-03  1.5095682e-03 -2.3783023e-04
  4.4110189e-03 -4.8983716e-03 -7.8582121e-03  6.2262523e-03
  3.5546965e-03 -1.7350264e-03 -8.6796163e-06  5.5101155e-03
  4.6942453e-03  2.3239062e-03  4.5959293e-03  2.7401734e-03
 -1.5187294e-04  2.7507104e-03  8.0368016e-04  5.9042143e-04
 -1.9543592e-03  4.8632366e-03  3.9306362e-03 -6.8935718e-05]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,144.88,1 bowl,205,14,10,15,--,--,5
772,772,두부조림 ,0,"[ 7.4297232e-03 -6.2037539e-03  9.9688629e-03 -7.5147171e-03
  6.3419994e-03  9.0821339e-03 -3.5936034e-03 -9.4274208e-03
  2.3228116e-03  1.2049825e-03 -8.0511812e-03 -7.1774470e-03
 -4.6081897e-03 -7.8515877e-04 -8.0578281e-03 -3.8833190e-03
 -2.2637520e-03 -7.3615951e-04  6.6829994e-03  5.7344423e-03
  8.8498164e-03  1.9201008e-03  5.4437378e-03  3.6430107e-03
 -4.0969844e-03  5.6714187e-03 -7.6957736e-03 -5.1153991e-03
 -1.3648910e-03  6.0880105e-03  3.8856203e-03  2.1464941e-04
  1.1994977e-03  8.4391711e-03  1.4565788e-03  4.4767006e-04
 -7.7069690e-03 -6.1442410e-03  1.4732990e-03 -2.6071472e-03
  1.2145711e-03  8.5503869e-03 -5.3210473e-03  1.7499257e-04
 -4.7455528e-03 -6.5749111e-03  7.2724689e-03  9.9570211e-03
  7.4895537e-03 -6.0405368e-03  9.4115250e-03 -9.6485736e-03
 -1.2848269e-04 -2.9844521e-03  2.3718220e-03  6.3071582e-03
  6.5261372e-03 -5.0794142e-03  3.7076443e-03 -7.1902773e-03
 -5.8834213e-03  2.5019785e-03  6.2659052e-03 -8.3678057e-03
  7.9378169e-03  7.8029465e-04 -5.5592302e-03 -2.8814306e-03
  3.8254927e-03 -8.9082355e-03  6.2186508e-03 -3.9432915e-03
  1.7891655e-03  3.3594111e-03  7.6093818e-03 -4.4688076e-04
 -8.2097379e-03  8.1714336e-03 -1.0277480e-03 -8.5717747e-03
  1.1510414e-03  4.0123560e-03  3.4610322e-03  8.7944968e-03
 -5.2229065e-04 -2.8637163e-03  4.6118912e-03  9.9731004e-04
  2.7801166e-03  8.7899053e-03  1.8441555e-03 -9.3761235e-03
 -1.0616916e-03  1.4007350e-03  4.8144830e-05  3.3614684e-03
 -5.5359295e-03  3.2640256e-03 -3.1311482e-03 -3.7903725e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.15,50 g,69,2,3,6,250,--,9
773,773,콩나물밥 ,0,"[ 0.00332157 -0.00712834  0.00537111  0.00045496 -0.00082905 -0.00276532
 -0.00121942  0.00550738 -0.00076345 -0.00342922 -0.00025563 -0.00183184
 -0.00515822  0.00679919 -0.00436873  0.00306867 -0.00806136 -0.00066454
  0.00045491 -0.00445541  0.00786843  0.00507696  0.00441468 -0.0024391
 -0.00195178  0.00236545  0.0057925  -0.00193345 -0.00572998  0.00027396
  0.00560694 -0.00121074  0.00213573 -0.0082687   0.00450075  0.00091992
 -0.00041607 -0.00606544 -0.00859288 -0.01024241 -0.00501443 -0.00554935
 -0.00635808  0.0017902   0.00853293  0.00189671 -0.00449612 -0.00415958
  0.0096159   0.00204272  0.00081177 -0.00083242 -0.00408121 -0.00252156
  0.00515045  0.00407831 -0.00328918 -0.00354135 -0.00781098 -0.00271622
 -0.00107747  0.00600187  0.00013685 -0.0021465  -0.00551117  0.00689566
 -0.00462389  0.00269452 -0.00128722  0.00386405  0.001287    0.00422571
  0.00419906 -0.00077061  0.00085941 -0.00248446  0.0067418  -0.00859447
 -0.0012027   0.0012703  -0.00493741 -0.00524982 -0.01133031  0.00243898
 -0.00698411 -0.00266158 -0.00370125 -0.0012857   0.00314743  0.00193341
  0.00562513  0.00465764  0.00709258  0.00412405 -0.00299599  0.00464471
 -0.00287357  0.00144249 -0.00465042 -0.00333435]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.85,1 bowl,300,66,4,8,400,--,5
774,774,패주볶음 ,0,"[-5.1124725e-03  1.8641097e-03  2.4496971e-03  2.4385508e-03
  2.6012079e-03 -1.0062232e-02  4.0545757e-03  1.0851166e-02
 -1.9756339e-03 -3.5298758e-03  3.4804251e-03 -2.2158718e-03
  2.0151245e-03 -6.3092791e-04 -3.8570033e-03 -3.7377507e-03
  2.5910751e-03 -2.4060837e-03 -4.9601187e-04 -1.1688693e-02
  4.0525999e-03 -3.2469414e-03  3.5830308e-03 -3.8455122e-03
  2.9036752e-04  1.1949955e-04 -1.4160251e-03  3.8829732e-03
 -4.9611926e-03 -6.2302109e-03 -4.3178336e-03 -3.6242111e-03
  1.2475556e-03 -4.4070021e-03 -3.5460960e-04  1.3329672e-03
  9.3701592e-04 -8.5980119e-03  3.6982432e-04 -8.4702708e-03
 -6.4457306e-03 -6.7885090e-03 -7.0185047e-03 -1.7433361e-03
  2.8990724e-03 -7.1999285e-04 -5.2000489e-03  1.5202941e-03
  3.5318825e-03  5.6755221e-03 -6.9229784e-03  2.9627932e-03
 -1.3003004e-03  1.0276457e-03  6.1204191e-03  2.1594057e-03
  3.5878937e-04 -2.6547320e-03 -5.1387283e-03  7.1798307e-03
  9.3687471e-04 -2.2838709e-03 -2.9925664e-03 -6.4032390e-03
 -5.0706114e-03  4.3521854e-03  2.2789997e-03  5.8828308e-03
 -2.9677928e-03  5.4546506e-03  4.1577010e-03  4.7450894e-03
  7.1662138e-03 -2.4765425e-03  2.2689281e-03  1.5226227e-03
 -3.0765092e-04 -2.2258563e-03 -6.4942637e-03 -3.8056325e-05
 -2.8903391e-03 -1.1167432e-03 -3.3197473e-04 -2.6873127e-04
 -3.2121961e-03  4.9316487e-03  4.3907911e-03  1.5384182e-03
  2.8940169e-03 -3.3748385e-03  1.5280768e-04 -3.4517478e-03
  4.2369422e-03  1.4930462e-03  7.0575275e-03  8.2686980e-04
 -7.2729093e-04 -5.6302068e-03 -1.4989456e-03  4.7330414e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132.83,1 봉지,120,9,8,4,540,2,0
775,775,케이준치킨샐러드 ,0,"[-5.5661611e-04 -3.3175841e-03 -1.4745245e-03 -2.7555581e-03
  2.1803607e-03 -5.6927018e-03  3.6601061e-03  1.1366756e-02
  1.5964076e-03  1.9776190e-03 -5.8708061e-04 -4.5981603e-03
 -2.4147306e-03  3.1439855e-03 -4.9542421e-03 -7.5166957e-03
  1.0975570e-03 -5.8907974e-03 -2.0658613e-04 -9.4721187e-04
  1.5760070e-03 -1.9005205e-03  1.3566817e-03  7.8511593e-04
  1.6881494e-03  2.0413205e-03  9.3596615e-04 -5.4225838e-04
  2.5783398e-03  3.5989934e-03 -3.5226406e-04  5.8145132e-03
  4.7205430e-03 -1.4602412e-03 -5.9100408e-03 -2.5752324e-03
 -4.7790413e-03 -3.8909987e-03  2.3709810e-03 -5.4341797e-03
  4.7187050e-04 -9.6529955e-05 -3.8717072e-03 -4.3758715e-04
 -3.5369825e-03 -6.3462574e-03  3.9397117e-05 -1.2626468e-03
 -2.7147736e-03  2.6494451e-03  3.3035919e-03 -2.7708150e-03
  1.6209042e-03 -2.6273110e-03  4.6205497e-03 -3.0600743e-03
 -6.4229307e-04  2.7595044e-03  1.3692746e-03  7.4821934e-03
 -1.7685201e-03 -8.3506377e-03  2.2738792e-03 -4.5800214e-03
 -9.2943478e-03 -1.2531216e-03  7.7807293e-03  3.2250469e-03
 -1.1150013e-02  2.2935022e-03 -3.3487441e-04 -1.3487879e-03
  1.1681152e-03  7.2615856e-04  3.4068904e-03  2.1008153e-03
  6.0591614e-04 -7.6724123e-04 -7.7334777e-03 -1.3959553e-03
  2.1603138e-03  2.4836508e-03 -7.1200114e-03  2.8212462e-03
 -5.2419552e-03  1.1642574e-03  2.5136443e-03 -5.9705938e-04
  2.2599024e-03  1.4838815e-03  1.7949977e-03  3.6375672e-03
  3.3121530e-03 -1.5886341e-03  5.9598065e-03 -7.1580126e-04
  1.8297242e-03  3.6454543e-03  2.6716758e-03  1.6884310e-03]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,281.06,1 package,310,43,11,10,580,15,5
776,776,브로콜리초고추장 ,0,"[ 5.9087016e-04  3.3511594e-04  6.6169328e-03 -6.8831714e-03
 -4.5287278e-03 -4.1335374e-03  3.1350094e-03  9.8359596e-04
  1.6604706e-03  1.6880347e-03 -2.9038028e-03 -3.8576720e-03
 -1.4225850e-04 -9.9094200e-04 -4.6043806e-03  5.0403331e-03
 -2.1283850e-03 -1.2244326e-03  5.2928342e-03 -1.4855061e-05
 -4.5791133e-03  3.9127213e-03  1.4080141e-03  1.3866066e-03
  4.8404699e-03  8.9136772e-03  2.6199594e-03  5.7343966e-03
 -2.7747988e-03  5.1973346e-03  1.6355223e-03 -4.1285227e-03
  5.3433133e-03  1.5461739e-03 -4.1001337e-03 -2.7544496e-03
  8.6536049e-04 -2.5759607e-03 -3.5261735e-03 -4.4711763e-03
 -4.4610770e-03 -1.8374574e-03 -2.7547213e-03 -4.2661955e-03
  5.9497012e-03 -2.5263121e-03  4.4405200e-03  3.6724724e-03
 -1.5952399e-03 -7.1657384e-03 -7.0210919e-03 -3.9577694e-04
  5.1754378e-03  8.8000786e-05 -6.7297239e-03 -1.4307828e-03
 -3.2459102e-03  5.3745704e-03 -4.5354078e-03 -6.2022563e-03
 -4.5007141e-04  1.1288598e-03  8.7436363e-03  1.3414419e-03
 -1.7885228e-03  3.1882068e-03 -2.8493241e-03  3.8731177e-03
 -6.0591102e-04 -3.4268815e-03 -5.9555150e-03  7.7616833e-03
 -2.3006736e-03 -3.5546497e-03 -2.8426554e-03  3.9763809e-03
 -9.1401255e-03  5.4217624e-03 -4.7290949e-03 -2.2778383e-03
 -1.3716400e-03 -2.6764770e-03 -5.3406144e-03  5.6833266e-03
  1.6752859e-03  6.5726372e-03  3.9104200e-03  4.1365065e-03
  7.3186355e-03 -1.8468464e-03 -5.5876398e-03  5.0115900e-04
 -4.1864500e-03 -6.5031787e-04  5.3543607e-03  3.2189230e-03
 -5.8536488e-04  1.5777083e-03  1.0393483e-03 -2.1094598e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.39,100 g,244,46,4,3,"1,670",--,6
777,777,골뱅이무침 ,0,"[-1.5200432e-03  1.0433356e-02  8.5918706e-05  1.3714813e-04
  4.4586230e-03 -6.0021682e-03  5.9462767e-03  9.3747517e-03
  1.9717575e-03 -1.8576188e-03  2.8427592e-03 -3.9968635e-03
 -3.4632569e-03 -1.4139037e-03  4.4043167e-03  2.7281912e-03
  2.1569431e-05 -3.9860937e-03 -3.1870324e-04 -4.2732661e-03
 -4.1276199e-04  1.1646505e-03  8.0800802e-03  5.0392612e-03
 -7.3466753e-03 -1.0608119e-03  1.4403546e-03 -1.7751008e-03
 -4.4512949e-03 -4.6398555e-04  2.9907078e-03 -4.5250668e-03
 -3.7816584e-03  1.1584179e-03  3.2633264e-03  1.5034187e-03
  1.4686165e-04 -6.2575764e-03 -1.6303142e-03  6.2321650e-04
  9.6041721e-04  1.3618721e-03  6.2476653e-03  2.5935606e-03
  8.2437415e-03  3.2349948e-03 -8.4864278e-04 -5.9210188e-03
 -9.7037823e-04  1.9721491e-03  2.6195645e-03 -2.4496927e-04
 -3.5556429e-03 -1.8886570e-04 -3.6817351e-03  1.1717060e-03
  1.4326049e-03  7.1163964e-04  4.2407569e-03 -4.7026989e-03
 -1.7230822e-03  7.4050329e-03  5.0020381e-03 -6.0355384e-03
  8.0726290e-04 -5.0922316e-03 -6.4914877e-04  8.2326541e-03
 -3.6273359e-03  1.7129856e-03  2.7907707e-03 -6.2479763e-03
 -7.9369429e-04  5.6155692e-03 -4.1508987e-03  1.4235735e-03
 -4.1692457e-03  4.0099220e-03 -8.8576404e-03  1.4225349e-03
 -8.7733637e-04  4.9571791e-03  2.3244077e-03  8.3874399e-04
  2.5750762e-03 -2.4932555e-03  6.2633855e-03  7.5740418e-03
  1.5103314e-03 -5.4640216e-03 -3.6133172e-03 -2.2148751e-03
 -4.7440352e-03  1.8956789e-03  8.3117085e-03 -3.7225499e-03
  4.4929506e-03 -6.2719807e-03 -4.3756859e-03 -5.5887997e-03]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.01,1 p,340,41,6,30,"1,429",197,3
