,메뉴이름,계란류,우유,메밀,땅콩,대두,밀,고등어,게,새우,돼지고기,복숭아,토마토,아황산류,호두,닭고기,쇠고기,오징어,조개류,잣,열량,탄수화물,지방,단백질,나트륨,콜레스트롤,맛
1389,꽈리고추건새우볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,9.545454545454543,2.9829545454545454,5.369318181818182,280.39772727272725,8.948863636363637,6
1390,쇠고기느타리버섯국 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0,0.0,0.0,0.0,0.0,0.0,7
1391,오징어튀김칠리 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,505.0,59.28260869565217,26.347826086956523,6.586956521739131,0.0,21.956521739130437,7
1392,갈치순살조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0,3.791044776119403,4.7388059701492535,14.21641791044776,399.955223880597,42.649253731343286,7
1393,순두부새우탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,5.1875,4.495833333333334,5.879166666666666,3.1125,0.0,6
1394,주꾸미볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0,15.848341232227488,3.6018957345971563,12.966824644549764,661.3080568720379,144.07582938388626,11
1395,훈제오리볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0,11.84516129032258,21.716129032258063,15.793548387096774,394.8387096774193,128.32258064516128,8
1396,김칫국,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0,5.0285714285714285,0.0,3.7714285714285714,1194.2857142857142,0.0,9
1397,대구탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,1.606060606060606,0.6424242424242425,9.957575757575755,0.0,0.0,9
1398,한우갈비탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.0,12.515021459227468,32.33047210300429,34.41630901287554,1423.5836909871246,129.32188841201716,10
1399,꽁치김치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,7.492957746478873,0.0985915492957746,0.8873239436619719,13.112676056338028,0.4929577464788732,9
1400,우럭매운탕 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,1.626865671641791,3.253731343283582,13.014925373134329,815.0597014925373,97.61194029850746,9
1401,김치,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.0,7.964963503649635,2.624817518248175,1.5386861313868614,86.16642335766423,1.5386861313868614,11
1402,쇠고기덮밥 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,643.0,12.86,6.43,135.03,0.0,0.0,7
1403,마늘종볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,2.451063829787234,2.8595744680851065,15.523404255319148,445.2765957446808,163.40425531914894,9
1404,마늘종무침 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,15.208333333333334,0.0,3.0416666666666665,1429.5833333333333,0.0,9
1405,마늘종새우볶음 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,16.768115942028984,1.5478260869565217,2.063768115942029,121.2463768115942,20.63768115942029,7
1406,닭튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,756.0,109.125,23.625,25.875,1085.625,0.0,8
1407,새우살튀김칠리 ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,522.0,45.08970099667774,29.48172757475083,15.60797342192691,962.4916943521596,104.0531561461794,7
1408,들깨무나물 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,4.545454545454546,4.545454545454546,0.0,636.3636363636364,0.0,8
1409,버섯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,10.833333333333334,0.0,3.611111111111111,7.222222222222222,0.0,8
1410,쇠고기장조림 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,23.488888888888887,0.8388888888888889,12.583333333333334,1484.8333333333333,41.94444444444444,10
1411,햄,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,152.0,8.36,0.76,11.4,951.52,0.0,7
1412,햄버거,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.0,18.0,22.0,4.0,40.0,85.0,5
1413,브런치,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,13.0,12.0,4.0,150.0,5.0,9
1414,병사식당 외 급식,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,7.0,0.0,0.0,15.0,0.0,4
1415,코다리순살강정,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505.0,26.26,25.25,41.41,0.0,0.0,6
1416,콩나물밥달래양념장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0,98.78,5.986666666666666,11.973333333333333,598.6666666666666,0.0,7
1417,토핑형발효유,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,14.7,1.05,3.15,63.0,10.5,4
1418,콩나물김치,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0,14.072727272727272,0.0,0.4909090909090909,49.09090909090909,0.0,7
1419,감귤주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,10.4,0.0,0.0,20.0,0.0,7
1420,사과주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,8.177777777777777,1.022222222222222,0.0,30.666666666666668,0.0,10
1421,들깨무나물,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,4.363636363636363,4.363636363636363,0.0,610.9090909090909,0.0,8
1422,망고주스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,6.644444444444445,0.0,0.0,5.777777777777778,0.0,7
1423,시래기된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,5.0199203187251,3.1235059760956174,2.119521912350597,89.46613545816733,0.0,10
1424,북경식탕수육,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,500.0,43.2,22.65,29.27,1143.22,67.7,7
1425,굴짬뽕찌개,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,95.0,16.066176470588236,1.2573529411764706,4.470588235294118,371.8970588235294,22.772058823529413,7
1426,소불고기소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,604.0,30.777070063694268,32.05944798301486,43.60084925690021,1835.0828025477704,46.1656050955414,6
1427,육우갈비탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.0,12.515021459227468,32.33047210300429,34.41630901287554,1423.5836909871246,129.32188841201716,6
1428,낙지연포탕,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,1.118881118881119,0.5594405594405595,15.664335664335663,474.4055944055944,145.45454545454547,10
1429,컵라면,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365.0,15.869565217391305,15.869565217391305,15.869565217391305,15.869565217391305,0.0,9
1430,팝콘치킨,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,694.0,109.57894736842104,21.91578947368421,0.0,840.1052631578947,36.526315789473685,10
1431,육개장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,6.9,3.942857142857143,0.9857142857142858,27.107142857142858,0.0,10
1432,부추된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2.0,1.7777777777777777,2.0,370.6666666666667,7.333333333333333,7
1433,돼지고기김치볶음밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,680.0,126.28571428571428,11.657142857142857,19.428571428571427,1243.428571428571,19.428571428571427,7
1434,하와이안볶음밥,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,422.0,69.05454545454545,13.81090909090909,0.0,245.52727272727276,30.69090909090909,6
1435,들깨순볶음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,4.444444444444445,0.0,1.1111111111111112,250.0,0.0,6
1436,패주콩나물국,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75.0,0.0,0.0,0.0,0.0,0.0,8
1437,된장찌개,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81.0,2.068085106382979,0.6893617021276596,6.2042553191489365,151.6595744680851,15.16595744680851,11
1438,쇠고기당면찌개,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,134.0,27.025210084033613,1.1260504201680672,4.504201680672269,6.756302521008403,0.0,8
1439,꽈리고추양념무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2.4444444444444446,1.2222222222222223,0.4074074074074074,186.1851851851852,0.0,7
1440,떠먹는토핑형발효휴,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,18.26060606060606,3.9696969696969697,4.763636363636364,91.3030303030303,0.0,6
1441,어묵탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,9.733333333333333,0.9733333333333334,5.84,272.53333333333336,0.0,10
1442,해물야채볶음밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0,70.21978021978022,12.857142857142858,13.846153846153848,0.0,54.3956043956044,8
1443,쇠고기버섯전골,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131.0,0.0,0.0,0.0,0.0,0.0,9
1444,콩나물볶음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,8.073684210526316,1.863157894736842,2.4842105263157896,173.89473684210526,0.0,9
1445,미나리맛살튀김,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358.0,0.0,0.0,0.0,0.0,0.0,5
1446,죽순야채무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,1.7063492063492065,3.753968253968254,1.0238095238095235,494.5,0.0,6
1447,풋고추된장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,6.0,0.0,2.0,0.0,0.0,7
1448,고등어감자조림,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,186.0,7.153846153846154,10.015384615384615,14.307692307692308,678.1846153846154,42.92307692307692,9
1449,모둠버섯볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,8.756218905472636,0.0,0.9950248756218906,3.18407960199005,0.0,8
1450,광어순살간장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,8.78888888888889,2.511111111111111,13.811111111111112,0.0,0.0,5
1451,가든샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,6.275862068965517,4.482758620689655,3.2873563218390807,115.05747126436782,3.885057471264368,8
1452,불고기샐러드,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.0,7.336206896551724,2.5517241379310347,5.741379310344827,81.65517241379311,44.01724137931034,11
1453,핫도그,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,926.0,99.29675810473816,41.566084788029926,34.63840399002494,1912.0399002493768,0.0,10
1454,버섯불고기찜,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,299.0,25.62857142857143,6.4071428571428575,34.17142857142857,1025.142857142857,53.392857142857146,7
1455,토마토,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.0,4.168421052631579,1.894736842105263,0.7578947368421053,17.05263157894737,5.684210526315789,7
1456,돼지고기깻잎볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,247.0,11.990291262135925,16.78640776699029,7.194174757281553,1249.388349514563,0.0,6
1457,배추무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1.4375,1.2777777777777777,1.4375,266.4166666666667,5.270833333333333,9
1458,떡국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.0,71.45625,1.93125,5.79375,2556.975,0.0,10
1459,부추나물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,2.4,0.0,1.8,1.8,0.0,9
1460,닭순살야채샐러드,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200.0,23.33333333333333,10.833333333333334,2.5,41.66666666666666,16.666666666666668,7
1461,제육컵밥,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,620.0,134.7826086956522,0.0,8.985507246376812,377.39130434782606,0.0,7
1462,두부찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,3.257142857142857,4.885714285714286,11.4,537.4285714285714,187.28571428571428,9
1463,오이미나리무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,2.413793103448276,0.0,0.4827586206896552,118.75862068965516,0.0,7
1464,매일두유 뼈로가는고칼슘 담백한맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125.0,9.0,7.0,6.0,190.0,0.0,6
1465,멸치감자조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,16.807692307692307,1.3269230769230769,9.288461538461538,619.2307692307693,110.1346153846154,6
1466,콩나물불고기,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,254.0,8.410596026490067,16.821192052980134,16.821192052980134,235.49668874172184,50.4635761589404,10
1467,음료수쌀맛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,19.97058823529412,0.5705882352941176,2.2823529411764705,0.0,0.0,6
1468,매운어묵볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,16.59090909090909,4.977272727272728,8.295454545454545,872.6818181818181,0.0,9
1469,마카로니감자샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.0,14.254545454545454,4.072727272727272,2.036363636363636,8.145454545454545,16.29090909090909,6
1470,삼겹살김치찜,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,403.0,59.7037037037037,14.925925925925926,7.462962962962963,1567.2222222222222,0.0,8
1471,콩나물삼색볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,8.073684210526316,1.863157894736842,2.4842105263157896,173.89473684210526,0.0,7
1472,햄김치덮밥,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,500.0,97.29729729729728,6.756756756756757,12.16216216216216,743.2432432432432,6.756756756756757,7
1473,갈비맛통닭,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,387.0,5.375,21.5,43.0,322.5,197.08333333333331,6
1474,맛살감자샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112.0,6.496,9.184,0.896,112.0,5.6,6
1475,달콤돼지고기볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,229.0,28.53799392097265,7.656534954407295,8.35258358662614,416.2370820668693,73.08510638297872,7
1476,맛밤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,38.0,0.0,5.0,1.0,0.0,8
1477,치킨데리야끼비빔밥,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,998.0,52.27619047619048,57.02857142857143,61.78095238095238,1948.4761904761904,23.761904761904763,7
1478,도라지무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,16.61,2.84,2.78,544.0,0.0,10
1479,비엔나소시지볶음,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,293.0,3.0842105263157893,24.673684210526314,15.421052631578949,709.3684210526316,46.26315789473684,9
1480,양상추샐러드,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.0,10.298076923076923,0.0,1.2115384615384617,60.57692307692308,0.0,10
1481,오징어볶음밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,511.0,90.17647058823528,11.02156862745098,13.025490196078431,751.4705882352941,40.07843137254902,9
1482,닭고기김치찌개,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105.0,13.442906574394463,2.906574394463668,5.813148788927336,38.5121107266436,3.633217993079585,6
1483,당면돼지고기볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,175.0,9.0,10.0,11.0,525.5,28.5,6
1484,무콩나물무침,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,3.1578947368421053,0.631578947368421,1.263157894736842,253.26315789473685,0.0,7
1485,미트볼조림,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,501.0,33.788372093023256,31.45813953488372,20.97209302325581,1840.8837209302328,75.73255813953489,9
1486,카라멜형 초코바,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0,31.0,14.0,5.0,90.0,5.0,5
1487,고추참치찌개,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,2.08125,1.85,3.2375,143.375,3.46875,7
1488,갈치무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,3.373134328358209,4.2164179104477615,12.649253731343284,355.86567164179104,37.94776119402985,9
1489,햄감자찌개,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,166.0,11.857142857142858,10.67142857142857,4.742857142857143,0.0,0.0,6
1490,민대구미역지리,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,3.263358778625954,2.175572519083969,14.86641221374046,181.2977099236641,102.6145038167939,3
1491,생선묵새우볶음,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172.0,18.01904761904762,8.19047619047619,6.552380952380952,229.33333333333331,0.0,4
1492,닭매운양념조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,375.0,84.02489626556017,0.0,6.224066390041494,0.0,0.0,5
1493,청경채닭순살무침,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,392.0,60.30769230769231,0.0,30.153846153846157,1960.0,0.0,5
1494,파프리카쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,3.775280898876405,0.2359550561797752,0.9438202247191012,300.8426966292135,0.0,7
1495,북어채계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,2.074074074074074,2.074074074074074,4.148148148148148,293.48148148148147,128.59259259259258,4
1496,굴탕수,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,472.27,9.8,36.13,27.12,270.39,48.82,7
1497,부추잡채,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,328.0,13.362962962962962,17.007407407407406,25.511111111111116,308.56296296296296,77.74814814814815,10
1498,매실피클무침,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,15.644444444444444,2.844444444444445,2.1333333333333333,170.66666666666666,0.0,6
1499,구운계란장조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.646551724137931,1.293103448275862,2.155172413793104,122.19827586206895,19.18103448275862,8
1500,우엉오징어조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,134.0,31.977272727272727,0.0,3.0454545454545454,365.45454545454544,0.0,6
1501,닭튀김마늘소스,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,353.0,50.95386904761905,11.03125,12.081845238095235,506.9122023809524,0.0,7
1502,생선살탕수,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,488.0,111.54285714285714,0.0,13.942857142857145,41.82857142857143,0.0,6
1503,오리들깨탕,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280.0,14.608695652173912,16.069565217391304,16.069565217391304,0.0,0.0,7
1504,해물스파게티,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,764.0,71.65103598691385,40.82442748091603,24.99454743729553,1102.2595419847328,174.9618320610687,9
1505,감자구이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.1,0.0655172413793103,0.0034482758620689,0.0,0.0,11
1506,명태콩나물찜,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,116.0,9.28,0.0,18.56,185.6,0.0,6
1507,버섯들깨무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,2.902439024390244,0.8536585365853658,0.5121951219512195,5.2926829268292686,0.0,8
1508,마카로니마요무침,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,10.572413793103449,2.5172413793103448,1.5103448275862068,67.96551724137932,0.0,5
1509,소떡소떡,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,645.0,107.5,4.777777777777778,43.0,0.0,0.0,10
1510,구운계란,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,1.2727272727272727,3.8181818181818175,6.363636363636363,57.27272727272727,84.0,10
1511,즉석자장소스,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,416.0,39.18840579710145,21.10144927536232,18.08695652173913,1448.463768115942,31.65217391304348,6
1512,브로콜리게맛살튀김,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,350.0,15.555555555555555,0.0,11.666666666666666,0.0,0.0,5
1513,토마토슬라이스,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,1.6545454545454543,0.0,0.2545454545454545,6.363636363636363,0.0,7
1514,순살닭고기고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,307.0,14.390625,19.1875,19.1875,1144.0546875,43.171875,3
1515,딸기쨈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,15.36,0.0,0.0,2.56,0.0,10
1516,매운돼지갈비고구마조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,350.0,21.715328467153284,17.883211678832115,25.547445255474454,0.0,0.0,5
1517,쌈무깻잎쌈장,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,13.303370786516854,0.8314606741573034,3.3258426966292136,1060.112359550562,0.0,7
1518,고추참치야채볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0,0.0,0.0,0.0,0.0,0.0,5
1519,세절형김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0666666666666666,0.1333333333333333,0.0666666666666666,3.6666666666666665,0.0,4
1520,김말이튀김,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,613.0,78.464,29.424,4.904,961.184,2.452,9
1521,쇠고기꽈리고추조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,133.0,20.68888888888889,0.7388888888888889,11.083333333333334,1307.8333333333333,36.94444444444444,6
1522,양배추국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,2.72,1.36,2.04,291.72,3.4,8
1523,상추깻잎청경채쌈무,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0.0,0.0,0.0,0.0,0.0,6
1524,돼지삼겹야채볶음,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,493.0,0.0,0.0,0.0,0.0,0.0,4
1525,새우살배추된장국,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,88.0,0.0,0.0,0.0,0.0,0.0,5
1526,닭고기마늘강정,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,656.0,131.2,0.0,10.933333333333334,218.66666666666663,0.0,5
1527,대패삼겹숙주덮밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.0,102.65185185185184,21.28148148148148,18.77777777777778,0.0,0.0,6
1528,오징어링튀김,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,350.0,41.08695652173913,18.26086956521739,4.565217391304348,0.0,15.217391304347826,7
1529,호박된장국,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,4.308333333333334,0.3916666666666666,2.7416666666666667,459.425,0.0,7
1530,미트볼야채볶음,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,292.0,0.0,0.0,0.0,0.0,0.0,7
1531,닭순살간장통마늘볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,273.0,6.970212765957447,8.13191489361702,44.14468085106383,1266.2553191489362,464.6808510638298,5
1532,김치볶음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,2.327586206896552,6.982758620689655,3.103448275862069,0.0,0.0,10
1533,새우순살짬뽕찌개,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,255.0,37.75961538461539,8.826923076923077,5.884615384615385,617.8846153846154,0.0,7
1534,오곡밥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.0,93.65901639344264,0.0,8.144262295081967,352.91803278688525,0.0,10
1535,파프리카오이초무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,3.0,0.0,1.0,6.0,0.0,5
1536,닭순살부추비빔밥,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,690.0,105.97662771285476,14.974958263772956,29.94991652754591,566.7445742904841,63.35559265442404,7
1537,꼬리곰탕형,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.0,1.9555555555555555,18.08888888888889,49.86666666666667,374.0,122.71111111111112,1
1538,고추양파된장무침,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,13.555555555555555,0.0,1.6944444444444444,3.388888888888889,0.0,6
1539,고구마조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,21.125,0.0,1.625,58.5,0.0,8
1540,꽁치무조림,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,33.18260869565217,7.373913043478261,2.765217391304348,138.2608695652174,36.869565217391305,9
1541,파프리카멸치볶음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0.0,0.0,21.771929824561404,307.3684210526316,0.0,6
1542,돼지고기고구마조림,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,632.0,29.625,39.5,39.5,2355.1875,88.875,6
1543,리얼브런치,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1176.0,87.36,80.64,26.88,1008.0,33.6,7
1544,미역계란국,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,1.6296296296296295,1.6296296296296295,3.259259259259259,230.59259259259255,101.03703703703704,5
1545,게맛살오이초무침,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,4.861538461538461,4.861538461538461,3.646153846153846,60.76923076923077,18.23076923076923,6
